D_crit,kappa,crit_cv
55.0585,0.13521,0.87801
53.7536,0.13105,0.84569
53.7536,0.13105,0.84569
53.7536,0.13105,0.84569
53.7536,0.13105,0.84569
53.7536,0.13105,0.84569
56.7169,0.13416,0.79871
56.7169,0.13416,0.79871
56.7169,0.13416,0.79871
56.7169,0.13416,0.79871
56.7169,0.13416,0.79871
56.7169,0.13416,0.79871
56.7169,0.13416,0.79871
59.4623,0.14036,0.75962
61.9148,0.15846,0.83460
61.9148,0.15846,0.83460
61.9148,0.15846,0.83460
56.5187,0.12212,0.77685
58.8478,0.12526,0.81191
58.8478,0.12526,0.81191
58.8478,0.12526,0.81191
58.8478,0.12526,0.81191
58.8478,0.12526,0.81191
53.2515,0.11829,0.73796
56.1574,0.14577,0.84184
58.2027,0.14754,0.76990
58.2027,0.14754,0.76990
58.2027,0.14754,0.76990
60.0994,0.14065,0.77195
60.0994,0.14065,0.77195
60.0994,0.14065,0.77195
58.7491,0.15335,0.72453
58.7491,0.15335,0.72453
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
62.0343,0.15298,0.70829
60.7153,0.14074,0.69909
60.7153,0.14074,0.69909
62.6693,0.14107,0.69152
62.6693,0.14107,0.69152
62.9981,0.15153,0.82210
62.9981,0.15153,0.82210
62.9981,0.15153,0.82210
62.9981,0.15153,0.82210
62.9981,0.15153,0.82210
62.9981,0.15153,0.82210
62.5338,0.14131,0.79405
62.4263,0.14620,0.80342
62.4263,0.14620,0.80342
62.4263,0.14620,0.80342
62.4263,0.14620,0.80342
60.8958,0.14016,0.87469
61.3373,0.13340,0.87803
61.3373,0.13340,0.87803
60.7378,0.13781,0.75945
60.7378,0.13781,0.75945
60.7378,0.13781,0.75945
60.7378,0.13781,0.75945
60.7378,0.13781,0.75945
60.7378,0.13781,0.75945
60.7378,0.13781,0.75945
61.9582,0.13844,0.79431
61.9582,0.13844,0.79431
60.6901,0.14165,0.75678
60.6901,0.14165,0.75678
57.0112,0.14454,0.75399
57.0112,0.14454,0.75399
57.1228,0.14060,0.72375
55.1065,0.13127,0.78166
53.5446,0.13825,0.75270
53.5446,0.13825,0.75270
53.5446,0.13825,0.75270
53.5446,0.13825,0.75270
53.3268,0.12902,0.68481
53.3268,0.12902,0.68481
53.3268,0.12902,0.68481
53.3268,0.12902,0.68481
53.3268,0.12902,0.68481
56.0617,0.13595,0.73046
51.8726,0.12512,0.72265
51.8726,0.12512,0.72265
51.8726,0.12512,0.72265
51.8726,0.12512,0.72265
51.8726,0.12512,0.72265
51.8726,0.12512,0.72265
50.6893,0.13662,0.74716
50.6893,0.13662,0.74716
48.4542,0.11797,0.70822
48.4542,0.11797,0.70822
48.3816,0.12901,0.72268
49.6113,0.12252,0.70871
49.6113,0.12252,0.70871
49.6113,0.12252,0.70871
49.6113,0.12252,0.70871
49.6113,0.12252,0.70871
49.6113,0.12252,0.70871
49.6113,0.12252,0.70871
49.6113,0.12252,0.70871
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
50.5343,0.12315,0.71655
47.9957,0.12353,0.79672
47.9957,0.12353,0.79672
47.9957,0.12353,0.79672
47.9957,0.12353,0.79672
47.9957,0.12353,0.79672
47.9957,0.12353,0.79672
47.9957,0.12353,0.79672
47.9957,0.12353,0.79672
47.9957,0.12353,0.79672
49.1232,0.12003,0.75211
46.3633,0.11031,0.72150
46.3633,0.11031,0.72150
43.7785,0.10954,0.74299
43.7785,0.10954,0.74299
43.7785,0.10954,0.74299
43.7785,0.10954,0.74299
43.7785,0.10954,0.74299
43.7785,0.10954,0.74299
43.7785,0.10954,0.74299
43.7785,0.10954,0.74299
42.8418,0.10736,0.68937
42.8418,0.10736,0.68937
42.8418,0.10736,0.68937
42.8418,0.10736,0.68937
42.8418,0.10736,0.68937
42.8418,0.10736,0.68937
48.4894,0.12413,0.74756
48.4894,0.12413,0.74756
48.4894,0.12413,0.74756
48.4894,0.12413,0.74756
48.4894,0.12413,0.74756
48.4894,0.12413,0.74756
48.4894,0.12413,0.74756
48.4894,0.12413,0.74756
48.4894,0.12413,0.74756
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
43.8204,0.11538,0.70403
45.2561,0.10999,0.78427
45.3078,0.11250,0.70823
45.3078,0.11250,0.70823
45.3078,0.11250,0.70823
45.3078,0.11250,0.70823
45.3078,0.11250,0.70823
44.4684,0.11371,0.73784
41.7472,0.10634,0.66295
41.7472,0.10634,0.66295
42.3398,0.11658,0.69179
42.3398,0.11658,0.69179
42.3398,0.11658,0.69179
42.3398,0.11658,0.69179
42.3398,0.11658,0.69179
42.3398,0.11658,0.69179
43.8266,0.12043,0.65101
49.0216,0.12814,0.65777
49.0216,0.12814,0.65777
49.0216,0.12814,0.65777
49.0216,0.12814,0.65777
49.0216,0.12814,0.65777
49.0216,0.12814,0.65777
49.0216,0.12814,0.65777
47.3589,0.11785,0.79568
47.3589,0.11785,0.79568
47.3589,0.11785,0.79568
47.3589,0.11785,0.79568
47.3589,0.11785,0.79568
47.3589,0.11785,0.79568
47.3589,0.11785,0.79568
47.3589,0.11785,0.79568
47.3589,0.11785,0.79568
42.8423,0.12426,0.77482
42.8423,0.12426,0.77482
42.8423,0.12426,0.77482
42.8423,0.12426,0.77482
42.4151,0.11474,0.79862
42.4151,0.11474,0.79862
46.5343,0.12291,0.78391
46.5343,0.12291,0.78391
46.5343,0.12291,0.78391
39.7413,0.09901,0.69785
39.7413,0.09901,0.69785
38.6683,0.09925,0.67330
35.5340,0.09012,0.61387
35.5340,0.09012,0.61387
35.5340,0.09012,0.61387
35.5340,0.09012,0.61387
35.5340,0.09012,0.61387
35.5340,0.09012,0.61387
35.5340,0.09012,0.61387
35.5340,0.09012,0.61387
35.5340,0.09012,0.61387
34.8134,0.09232,0.58073
34.8134,0.09232,0.58073
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
35.2405,0.08672,0.59492
36.1918,0.09245,0.58870
36.1918,0.09245,0.58870
35.3773,0.10064,0.56389
35.3773,0.10064,0.56389
35.3773,0.10064,0.56389
35.3773,0.10064,0.56389
35.3773,0.10064,0.56389
33.4914,0.08373,0.63830
32.9414,0.09001,0.60350
32.9414,0.09001,0.60350
32.9414,0.09001,0.60350
32.9414,0.09001,0.60350
32.9414,0.09001,0.60350
32.9414,0.09001,0.60350
32.9414,0.09001,0.60350
32.9414,0.09001,0.60350
38.7769,0.10521,0.66522
38.7769,0.10521,0.66522
38.7769,0.10521,0.66522
38.0098,0.09356,0.69845
38.8500,0.09546,0.72799
38.8500,0.09546,0.72799
38.8500,0.09546,0.72799
38.8500,0.09546,0.72799
42.0373,0.11571,0.76225
42.1626,0.10544,0.76776
42.1626,0.10544,0.76776
42.1626,0.10544,0.76776
42.1626,0.10544,0.76776
42.1626,0.10544,0.76776
44.5305,0.11748,0.70568
44.5305,0.11748,0.70568
44.5305,0.11748,0.70568
47.7016,0.12093,0.67095
49.5147,0.12870,0.59923
49.5147,0.12870,0.59923
49.5147,0.12870,0.59923
49.5147,0.12870,0.59923
49.7486,0.12496,0.60502
49.7486,0.12496,0.60502
49.7486,0.12496,0.60502
47.8622,0.12883,0.60083
47.8622,0.12883,0.60083
47.8622,0.12883,0.60083
47.8622,0.12883,0.60083
47.8622,0.12883,0.60083
47.8622,0.12883,0.60083
47.8622,0.12883,0.60083
47.8622,0.12883,0.60083
51.9025,0.13727,0.61251
51.9025,0.13727,0.61251
51.9025,0.13727,0.61251
51.9025,0.13727,0.61251
51.9025,0.13727,0.61251
51.9025,0.13727,0.61251
51.9025,0.13727,0.61251
51.9025,0.13727,0.61251
51.9025,0.13727,0.61251
51.9025,0.13727,0.61251
56.0432,0.12939,0.60653
56.0432,0.12939,0.60653
56.0432,0.12939,0.60653
57.0892,0.14684,0.61996
60.7623,0.14724,0.73431
60.7623,0.14724,0.73431
59.9381,0.13944,0.75280
57.9506,0.14135,0.75041
57.9506,0.14135,0.75041
57.9506,0.14135,0.75041
53.7477,0.12151,0.77865
53.7477,0.12151,0.77865
53.7477,0.12151,0.77865
55.4594,0.12334,0.79990
55.4594,0.12334,0.79990
55.4594,0.12334,0.79990
55.4594,0.12334,0.79990
55.4594,0.12334,0.79990
53.7391,0.11791,0.68516
53.7391,0.11791,0.68516
53.7391,0.11791,0.68516
53.7391,0.11791,0.68516
51.3816,0.12782,0.71878
51.3816,0.12782,0.71878
47.5234,0.11706,0.78426
47.5234,0.11706,0.78426
47.5234,0.11706,0.78426
47.5234,0.11706,0.78426
42.4523,0.11733,0.71005
40.3988,0.10900,0.67428
40.3988,0.10900,0.67428
40.3988,0.10900,0.67428
41.9163,0.10570,0.76289
44.4244,0.12020,0.68212
44.4244,0.12020,0.68212
44.4244,0.12020,0.68212
43.9220,0.11585,0.60630
43.9220,0.11585,0.60630
44.9783,0.12679,0.58857
44.9783,0.12679,0.58857
39.7717,0.11120,0.49328
39.4766,0.10943,0.53451
42.3688,0.11596,0.59252
42.3688,0.11596,0.59252
42.3688,0.11596,0.59252
42.3688,0.11596,0.59252
42.3688,0.11596,0.59252
42.3688,0.11596,0.59252
42.3261,0.09807,0.73908
42.3261,0.09807,0.73908
42.3261,0.09807,0.73908
42.3261,0.09807,0.73908
39.7976,0.09862,0.72463
35.1336,0.09373,0.73676
35.1336,0.09373,0.73676
35.1336,0.09373,0.73676
35.1336,0.09373,0.73676
35.1336,0.09373,0.73676
35.1336,0.09373,0.73676
35.1336,0.09373,0.73676
30.2296,0.07715,0.65495
30.2296,0.07715,0.65495
32.8513,0.09453,0.56990
32.8513,0.09453,0.56990
32.8513,0.09453,0.56990
29.0422,0.08164,0.59928
26.4105,0.07256,0.56108
26.4105,0.07256,0.56108
26.4105,0.07256,0.56108
26.4105,0.07256,0.56108
26.4105,0.07256,0.56108
26.4105,0.07256,0.56108
26.4105,0.07256,0.56108
26.3950,0.06033,0.50962
26.3950,0.06033,0.50962
26.3950,0.06033,0.50962
29.4394,0.08184,0.60219
29.4394,0.08184,0.60219
29.4394,0.08184,0.60219
29.4394,0.08184,0.60219
28.7540,0.07740,0.55620
28.7540,0.07740,0.55620
28.7540,0.07740,0.55620
28.7540,0.07740,0.55620
28.7540,0.07740,0.55620
28.7540,0.07740,0.55620
28.6044,0.07529,0.58925
28.6044,0.07529,0.58925
28.6044,0.07529,0.58925
28.6044,0.07529,0.58925
28.6044,0.07529,0.58925
28.6044,0.07529,0.58925
28.6044,0.07529,0.58925
28.6044,0.07529,0.58925
28.6044,0.07529,0.58925
28.6044,0.07529,0.58925
30.8660,0.08129,0.59296
31.8868,0.08707,0.64898
31.8868,0.08707,0.64898
31.8868,0.08707,0.64898
33.2520,0.08821,0.58590
33.2520,0.08821,0.58590
35.2085,0.09762,0.57025
35.2085,0.09762,0.57025
35.2085,0.09762,0.57025
32.6593,0.08057,0.67008
32.6593,0.08057,0.67008
32.1219,0.09055,0.64211
32.1219,0.09055,0.64211
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
30.7325,0.08183,0.62609
31.3963,0.07996,0.63793
36.2874,0.09535,0.63288
37.3227,0.10290,0.67532
37.3227,0.10290,0.67532
36.7070,0.09795,0.69410
36.7070,0.09795,0.69410
36.7070,0.09795,0.69410
36.7070,0.09795,0.69410
36.7070,0.09795,0.69410
36.7070,0.09795,0.69410
36.7070,0.09795,0.69410
36.7070,0.09795,0.69410
36.7070,0.09795,0.69410
36.7070,0.09795,0.69410
32.5986,0.09342,0.64572
32.5986,0.09342,0.64572
32.5986,0.09342,0.64572
31.6024,0.07497,0.54810
35.0051,0.08416,0.65024
35.0051,0.08416,0.65024
35.0051,0.08416,0.65024
35.4080,0.10600,0.69915
35.4080,0.10600,0.69915
35.4080,0.10600,0.69915
34.1738,0.09724,0.74845
34.4097,0.09055,0.76988
30.2371,0.08336,0.72413
30.2371,0.08336,0.72413
30.2371,0.08336,0.72413
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
34.9928,0.09969,0.64228
33.9470,0.08720,0.73618
33.9470,0.08720,0.73618
33.9470,0.08720,0.73618
33.9470,0.08720,0.73618
35.1507,0.08937,0.74737
35.1507,0.08937,0.74737
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.7758,0.08631,0.63789
32.1667,0.08574,0.55200
32.1667,0.08574,0.55200
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
30.8624,0.08037,0.53662
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
26.0667,0.06693,0.51482
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
29.5407,0.07536,0.55142
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
30.1021,0.08304,0.59790
27.2982,0.07173,0.50839
27.2982,0.07173,0.50839
27.2982,0.07173,0.50839
27.2982,0.07173,0.50839
25.0825,0.06420,0.52387
24.8169,0.06230,0.60349
24.8169,0.06230,0.60349
26.8851,0.06766,0.59710
26.8851,0.06766,0.59710
26.8851,0.06766,0.59710
26.8851,0.06766,0.59710
26.8851,0.06766,0.59710
26.8851,0.06766,0.59710
26.8851,0.06766,0.59710
26.6375,0.07066,0.54787
26.6375,0.07066,0.54787
26.6375,0.07066,0.54787
26.6375,0.07066,0.54787
26.6375,0.07066,0.54787
26.6375,0.07066,0.54787
26.6375,0.07066,0.54787
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
21.4292,0.04933,0.50751
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
22.5571,0.04602,0.51585
24.4325,0.05383,0.48084
24.4325,0.05383,0.48084
24.4325,0.05383,0.48084
24.4325,0.05383,0.48084
24.4325,0.05383,0.48084
24.4325,0.05383,0.48084
24.4325,0.05383,0.48084
24.4325,0.05383,0.48084
24.4325,0.05383,0.48084
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
26.1361,0.05987,0.43293
20.7656,0.05122,0.47105
24.5023,0.05886,0.42149
24.5023,0.05886,0.42149
24.5023,0.05886,0.42149
24.5023,0.05886,0.42149
24.5023,0.05886,0.42149
26.5848,0.05378,0.51722
26.5848,0.05378,0.51722
26.5848,0.05378,0.51722
26.5848,0.05378,0.51722
23.0697,0.04796,0.60159
23.0697,0.04796,0.60159
23.0697,0.04796,0.60159
23.0697,0.04796,0.60159
23.0697,0.04796,0.60159
23.9217,0.05067,0.60271
23.9217,0.05067,0.60271
23.9217,0.05067,0.60271
23.9217,0.05067,0.60271
23.9217,0.05067,0.60271
23.9217,0.05067,0.60271
23.9217,0.05067,0.60271
23.9217,0.05067,0.60271
23.9217,0.05067,0.60271
23.9217,0.05067,0.60271
23.8310,0.06061,0.55013
23.8310,0.06061,0.55013
23.8310,0.06061,0.55013
23.8310,0.06061,0.55013
21.8798,0.05121,0.55415
21.8798,0.05121,0.55415
23.3199,0.06068,0.56479
23.3199,0.06068,0.56479
24.6595,0.05545,0.56743
24.6595,0.05545,0.56743
24.6595,0.05545,0.56743
24.6595,0.05545,0.56743
24.6595,0.05545,0.56743
24.6595,0.05545,0.56743
24.6595,0.05545,0.56743
28.2477,0.06379,0.53498
28.2477,0.06379,0.53498
28.2477,0.06379,0.53498
28.2477,0.06379,0.53498
26.8339,0.07549,0.64030
26.8339,0.07549,0.64030
26.8339,0.07549,0.64030
26.8339,0.07549,0.64030
26.8339,0.07549,0.64030
30.3738,0.08733,0.59133
30.3738,0.08733,0.59133
35.1254,0.08840,0.62224
35.1254,0.08840,0.62224
35.1254,0.08840,0.62224
37.8514,0.10224,0.62531
37.8514,0.10224,0.62531
37.1698,0.10509,0.64715
37.1698,0.10509,0.64715
37.1698,0.10509,0.64715
37.1698,0.10509,0.64715
37.1698,0.10509,0.64715
37.1698,0.10509,0.64715
37.1698,0.10509,0.64715
37.1698,0.10509,0.64715
39.6432,0.10579,0.60769
39.6432,0.10579,0.60769
39.6432,0.10579,0.60769
38.7314,0.09523,0.70001
38.5007,0.09726,0.77143
38.5007,0.09726,0.77143
38.5007,0.09726,0.77143
38.5007,0.09726,0.77143
35.7894,0.08840,0.69679
35.7894,0.08840,0.69679
35.7894,0.08840,0.69679
35.7894,0.08840,0.69679
35.7894,0.08840,0.69679
35.7894,0.08840,0.69679
35.7894,0.08840,0.69679
36.8846,0.09266,0.64871
36.8846,0.09266,0.64871
36.8846,0.09266,0.64871
36.8846,0.09266,0.64871
36.8846,0.09266,0.64871
36.8846,0.09266,0.64871
36.8846,0.09266,0.64871
36.8846,0.09266,0.64871
34.7229,0.10029,0.67460
34.7229,0.10029,0.67460
34.7229,0.10029,0.67460
34.7229,0.10029,0.67460
34.7229,0.10029,0.67460
34.7229,0.10029,0.67460
34.7229,0.10029,0.67460
34.7229,0.10029,0.67460
34.7229,0.10029,0.67460
34.7229,0.10029,0.67460
38.9855,0.09714,0.69521
37.4629,0.11054,0.62258
37.4629,0.11054,0.62258
37.4629,0.11054,0.62258
37.4629,0.11054,0.62258
35.6968,0.09489,0.62311
35.6968,0.09489,0.62311
35.6968,0.09489,0.62311
36.6718,0.09222,0.68584
38.5508,0.09350,0.63352
38.5508,0.09350,0.63352
38.5508,0.09350,0.63352
40.2398,0.10278,0.69070
40.2398,0.10278,0.69070
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
44.0570,0.11093,0.71229
46.5886,0.13344,0.69627
46.5886,0.13344,0.69627
46.5886,0.13344,0.69627
50.5898,0.11891,0.71379
50.5898,0.11891,0.71379
50.5898,0.11891,0.71379
50.5898,0.11891,0.71379
50.5898,0.11891,0.71379
45.6070,0.11851,0.67994
45.6070,0.11851,0.67994
45.6070,0.11851,0.67994
45.6070,0.11851,0.67994
45.6070,0.11851,0.67994
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
42.7310,0.11804,0.70995
46.5790,0.11997,0.74808
46.5790,0.11997,0.74808
46.5790,0.11997,0.74808
46.5790,0.11997,0.74808
46.5790,0.11997,0.74808
44.9283,0.11616,0.82984
44.9283,0.11616,0.82984
47.3402,0.11865,0.82592
47.3402,0.11865,0.82592
51.7077,0.14076,0.81539
51.7077,0.14076,0.81539
56.7899,0.13178,0.84441
56.7899,0.13178,0.84441
56.7899,0.13178,0.84441
56.7899,0.13178,0.84441
56.7899,0.13178,0.84441
56.7899,0.13178,0.84441
56.7899,0.13178,0.84441
56.7899,0.13178,0.84441
56.7899,0.13178,0.84441
56.7899,0.13178,0.84441
56.9121,0.13291,0.78052
55.0277,0.13818,0.82547
56.8178,0.13262,0.93140
59.5908,0.14362,0.87463
59.5908,0.14362,0.87463
59.5908,0.14362,0.87463
59.5908,0.14362,0.87463
58.0942,0.14312,0.81511
57.2376,0.14966,0.81436
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
59.3310,0.14185,0.75096
58.2195,0.14772,0.74250
62.5593,0.14894,0.75182
62.5593,0.14894,0.75182
62.5593,0.14894,0.75182
60.7550,0.14227,0.69852
60.2526,0.13364,0.72134
64.1932,0.14140,0.82575
61.4400,0.15092,0.81252
61.4400,0.15092,0.81252
61.4400,0.15092,0.81252
61.4400,0.15092,0.81252
61.4400,0.15092,0.81252
61.4400,0.15092,0.81252
61.4400,0.15092,0.81252
61.4400,0.15092,0.81252
58.9609,0.13645,0.84590
58.9609,0.13645,0.84590
58.9609,0.13645,0.84590
58.1132,0.14288,0.78095
58.1132,0.14288,0.78095
58.1132,0.14288,0.78095
58.1132,0.14288,0.78095
58.1132,0.14288,0.78095
58.1132,0.14288,0.78095
58.1132,0.14288,0.78095
58.1132,0.14288,0.78095
57.8737,0.13986,0.78960
60.8737,0.13664,0.80869
60.8737,0.13664,0.80869
60.8737,0.13664,0.80869
60.8737,0.13664,0.80869
60.8737,0.13664,0.80869
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
62.1306,0.14484,0.77493
61.9092,0.15369,0.78419
61.9092,0.15369,0.78419
61.9092,0.15369,0.78419
61.9092,0.15369,0.78419
65.9938,0.16015,0.79027
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
66.4420,0.15367,0.83525
64.4722,0.14999,0.84883
62.3401,0.14563,0.81303
65.8883,0.14562,0.78106
68.1454,0.15609,0.76981
68.1454,0.15609,0.76981
65.5885,0.14695,0.87369
65.5885,0.14695,0.87369
65.5885,0.14695,0.87369
65.5885,0.14695,0.87369
65.5885,0.14695,0.87369
66.7676,0.15313,0.86763
66.7676,0.15313,0.86763
66.7676,0.15313,0.86763
65.5722,0.14007,0.87594
65.5722,0.14007,0.87594
65.6776,0.14370,0.88493
65.6776,0.14370,0.88493
65.6776,0.14370,0.88493
67.5016,0.15806,0.80577
67.5016,0.15806,0.80577
67.5016,0.15806,0.80577
67.5016,0.15806,0.80577
67.5016,0.15806,0.80577
67.5016,0.15806,0.80577
67.5016,0.15806,0.80577
71.2863,0.15388,0.77857
71.2863,0.15388,0.77857
77.0563,0.16931,0.81180
77.0563,0.16931,0.81180
77.7740,0.17329,0.84907
78.3213,0.17518,0.93382
78.3213,0.17518,0.93382
78.3213,0.17518,0.93382
78.3213,0.17518,0.93382
78.3213,0.17518,0.93382
78.1751,0.15889,0.96720
78.1751,0.15889,0.96720
78.1751,0.15889,0.96720
78.1751,0.15889,0.96720
78.1751,0.15889,0.96720
78.1751,0.15889,0.96720
78.1751,0.15889,0.96720
78.1751,0.15889,0.96720
