x,c,branch
0.814850,3.774126,unstable
0.815851,3.785390,unstable
0.816852,3.796644,unstable
0.817853,3.807887,unstable
0.818854,3.819120,unstable
0.819855,3.830340,unstable
0.820857,3.841549,unstable
0.821858,3.852744,unstable
0.822859,3.863926,unstable
0.823860,3.875094,unstable
0.824861,3.886247,unstable
0.825862,3.897384,unstable
0.826863,3.908505,unstable
0.827864,3.919609,unstable
0.828865,3.930696,unstable
0.829867,3.941765,unstable
0.830868,3.952814,unstable
0.831869,3.963844,unstable
0.832870,3.974853,unstable
0.833871,3.985842,unstable
0.834872,3.996808,unstable
0.835873,4.007752,unstable
0.836874,4.018672,unstable
0.837875,4.029567,unstable
0.838877,4.040438,unstable
0.839878,4.051282,unstable
0.840879,4.062100,unstable
0.841880,4.072890,unstable
0.842881,4.083652,unstable
0.843882,4.094384,unstable
0.844883,4.105086,unstable
0.845884,4.115757,unstable
0.846885,4.126395,unstable
0.847887,4.137000,unstable
0.848888,4.147572,unstable
0.849889,4.158108,unstable
0.850890,4.168608,unstable
0.851891,4.179071,unstable
0.852892,4.189496,unstable
0.853893,4.199881,unstable
0.854894,4.210227,unstable
0.855895,4.220531,unstable
0.856897,4.230793,unstable
0.857898,4.241011,unstable
0.858899,4.251184,unstable
0.859900,4.261311,unstable
0.860901,4.271392,unstable
0.861902,4.281424,unstable
0.862903,4.291406,unstable
0.863904,4.301338,unstable
0.864905,4.311217,unstable
0.865907,4.321043,unstable
0.866908,4.330814,unstable
0.867909,4.340529,unstable
0.868910,4.350186,unstable
0.869911,4.359785,unstable
0.870912,4.369323,unstable
0.871913,4.378799,unstable
0.872914,4.388211,unstable
0.873915,4.397559,unstable
0.874917,4.406840,unstable
0.875918,4.416053,unstable
0.876919,4.425196,unstable
0.877920,4.434268,unstable
0.878921,4.443267,unstable
0.879922,4.452191,unstable
0.880923,4.461038,unstable
0.881924,4.469806,unstable
0.882925,4.478494,unstable
0.883927,4.487100,unstable
0.884928,4.495622,unstable
0.885929,4.504058,unstable
0.886930,4.512405,unstable
0.887931,4.520662,unstable
0.888932,4.528827,unstable
0.889933,4.536897,unstable
0.890934,4.544870,unstable
0.891935,4.552744,unstable
0.892937,4.560516,unstable
0.893938,4.568185,unstable
0.894939,4.575748,unstable
0.895940,4.583202,unstable
0.896941,4.590544,unstable
0.897942,4.597773,unstable
0.898943,4.604885,unstable
0.899944,4.611877,unstable
0.900945,4.618747,unstable
0.901947,4.625492,unstable
0.902948,4.632109,unstable
0.903949,4.638595,unstable
0.904950,4.644946,unstable
0.905951,4.651160,unstable
0.906952,4.657233,unstable
0.907953,4.663161,unstable
0.908954,4.668942,unstable
0.909956,4.674571,unstable
0.910957,4.680045,unstable
0.911958,4.685360,unstable
0.912959,4.690513,unstable
0.913960,4.695498,unstable
0.914961,4.700312,unstable
0.915962,4.704951,unstable
0.916963,4.709410,unstable
0.917964,4.713685,unstable
0.918966,4.717771,unstable
0.919967,4.721663,unstable
0.920968,4.725356,unstable
0.921969,4.728845,unstable
0.922970,4.732125,unstable
0.923971,4.735190,unstable
0.924972,4.738034,unstable
0.925973,4.740651,unstable
0.926974,4.743037,unstable
0.927976,4.745183,unstable
0.928977,4.747083,unstable
0.929978,4.748732,unstable
0.930979,4.750121,unstable
0.931980,4.751243,unstable
0.932981,4.752092,unstable
0.933982,4.752658,unstable
0.934983,4.752934,unstable
0.935984,4.752911,on
0.936904,4.752620,on
0.936986,4.752581,on
0.937987,4.751934,on
0.938988,4.750961,on
0.939989,4.749651,on
0.940583,4.748711,on
0.940990,4.747994,on
0.941991,4.745979,on
0.942992,4.743595,on
0.943993,4.740830,on
0.944047,4.740672,on
0.944994,4.737672,on
0.945996,4.734106,on
0.946997,4.730121,on
0.947309,4.728790,on
0.947998,4.725700,on
0.948999,4.720829,on
0.950000,4.715493,on
0.950381,4.713339,on
0.953273,4.694581,on
0.955997,4.672768,on
0.958563,4.648139,on
0.960978,4.620921,on
0.963253,4.591329,on
0.965396,4.559569,on
0.967413,4.525831,on
0.969313,4.490299,on
0.971102,4.453144,on
0.972787,4.414525,on
0.974373,4.374593,on
0.975867,4.333491,on
0.977274,4.291350,on
0.978599,4.248294,on
0.979847,4.204438,on
0.981022,4.159889,on
0.982128,4.114747,on
0.983170,4.069107,on
0.984151,4.023052,on
0.985075,3.976665,on
0.985945,3.930019,on
0.986765,3.883183,on
0.987536,3.836220,on
0.988263,3.789188,on
0.988947,3.742142,on
0.989591,3.695132,on
0.990198,3.648202,on
0.990770,3.601395,on
0.991308,3.554749,on
0.991815,3.508299,on
0.992292,3.462077,on
0.992741,3.416113,on
0.993164,3.370432,on
0.993563,3.325059,on
0.993938,3.280015,on
0.994292,3.235320,on
0.994624,3.190992,on
0.994938,3.147046,on
0.995233,3.103497,on
0.995511,3.060356,on
0.995772,3.017635,on
0.996019,2.975343,on
0.996251,2.933490,on
0.996470,2.892081,on
0.996675,2.851123,on
0.996869,2.810621,on
0.997052,2.770580,on
0.997224,2.731003,on
0.997385,2.691892,on
0.997538,2.653249,on
0.997681,2.615076,on
0.997817,2.577373,on
0.997944,2.540141,on
0.998064,2.503378,on
0.998177,2.467084,on
0.998283,2.431257,on
0.998383,2.395897,on
0.998477,2.361000,on
0.998566,2.326565,on
0.998650,2.292589,on
0.998728,2.259068,on
0.998803,2.226000,on
0.998872,2.193382,on
0.998938,2.161209,on
0.999000,2.129479,on
0.999058,2.098187,on
0.999113,2.067328,on
0.999165,2.036900,on
0.999214,2.006898,on
0.999259,1.977317,on
0.999303,1.948153,on
0.999343,1.919401,on
0.999382,1.891057,on
0.999418,1.863117,on
0.999452,1.835576,on
0.999484,1.808428,on
0.999514,1.781670,on
0.999542,1.755297,on
0.999569,1.729303,on
0.999594,1.703685,on
0.999618,1.678437,on
0.999640,1.653555,on
0.999661,1.629034,on
0.999681,1.604870,on
0.999699,1.581057,on
0.999717,1.557592,on
0.999733,1.534469,on
0.999749,1.511684,on
0.999763,1.489233,on
0.999777,1.467110,on
0.999790,1.445312,on
0.999802,1.423833,on
0.999814,1.402671,on
0.999825,1.381819,on
0.999835,1.361274,on
0.999845,1.341032,on
0.999854,1.321088,on
0.999862,1.301438,on
0.999870,1.282078,on
0.999878,1.263004,on
0.999885,1.244212,on
0.999892,1.225697,on
0.999898,1.207456,on
0.999904,1.189486,on
0.999910,1.171781,on
0.999915,1.154338,on
0.999920,1.137153,on
0.999924,1.120224,on
0.999929,1.103545,on
0.999933,1.087113,on
0.999937,1.070926,on
0.999941,1.054978,on
0.999944,1.039267,on
0.999947,1.023789,on
0.999950,1.008541,on
0.999953,0.993520,on
0.999956,0.978721,on
0.999959,0.964143,on
0.999961,0.949781,on
0.999963,0.935633,on
0.999965,0.921695,on
0.999967,0.907964,on
0.999969,0.894437,on
0.999971,0.881112,on
0.999973,0.867984,on
0.999974,0.855052,on
0.999976,0.842312,on
0.999977,0.829762,on
0.999979,0.817399,on
0.999980,0.805220,on
0.999981,0.793221,on
0.999982,0.781402,on
0.999983,0.769758,on
0.999984,0.758288,on
0.999985,0.746988,on
0.999986,0.735857,on
0.999987,0.724892,on
0.999988,0.714089,on
0.999988,0.703448,on
0.999989,0.692965,on
0.999990,0.682638,on
0.999990,0.672465,on
0.999991,0.662444,on
0.999991,0.652572,on
0.999992,0.642846,on
0.999992,0.633266,on
0.999993,0.623828,on
0.999993,0.614531,on
0.999994,0.605373,on
0.999994,0.596351,on
0.999994,0.587463,on
0.999995,0.578708,on
0.999995,0.570083,on
0.999995,0.561587,on
0.999996,0.553217,on
0.999996,0.544972,on
0.999996,0.536850,on
0.999996,0.528849,on
0.999996,0.520967,on
0.999997,0.513203,on
0.999997,0.505554,on
0.999997,0.498019,on
0.999997,0.490597,on
0.999997,0.483285,on
0.999998,0.476082,on
0.999998,0.468986,on
0.999998,0.461996,on
0.999998,0.455111,on
0.999998,0.448327,on
0.999998,0.441645,on
0.999998,0.435063,on
0.999998,0.428579,on
0.999998,0.422191,on
0.999999,0.415899,on
0.999999,0.409700,on
0.999999,0.403594,on
0.999999,0.397578,on
0.999999,0.391653,on
0.999999,0.385815,on
0.999999,0.380065,on
0.999999,0.374400,on
0.999999,0.368820,on
0.999999,0.363323,on
0.999999,0.357908,on
0.999999,0.352573,on
0.999999,0.347318,on
0.999999,0.342142,on
0.999999,0.337042,on
0.999999,0.332019,on
0.999999,0.327070,on
0.999999,0.322195,on
1.000000,0.317393,on
1.000000,0.312663,on
1.000000,0.308003,on
1.000000,0.303412,on
1.000000,0.298890,on
1.000000,0.294435,on
1.000000,0.290046,on
1.000000,0.285723,on
1.000000,0.281465,on
1.000000,0.277270,on
1.000000,0.273137,on
1.000000,0.269066,on
1.000000,0.265056,on
1.000000,0.261105,on
1.000000,0.257213,on
1.000000,0.253380,on
1.000000,0.249603,on
1.000000,0.245883,on
1.000000,0.242218,on
1.000000,0.238608,on
1.000000,0.235052,on
1.000000,0.231548,on
1.000000,0.228097,on
1.000000,0.224697,on
1.000000,0.221348,on
1.000000,0.218049,on
1.000000,0.214799,on
1.000000,0.211598,on
1.000000,0.208444,on
1.000000,0.205337,on
1.000000,0.202277,on
1.000000,0.199262,on
1.000000,0.196292,on
1.000000,0.193366,on
1.000000,0.190484,on
1.000000,0.187645,on
1.000000,0.184848,on
1.000000,0.182093,on
1.000000,0.179379,on
1.000000,0.176706,on
1.000000,0.174072,on
1.000000,0.171477,on
1.000000,0.168922,on
1.000000,0.166404,on
1.000000,0.163924,on
1.000000,0.161481,on
1.000000,0.159074,on
1.000000,0.156703,on
1.000000,0.154367,on
1.000000,0.152066,on
1.000000,0.149800,on
1.000000,0.147567,on
1.000000,0.145368,on
1.000000,0.143201,on
1.000000,0.141067,on
1.000000,0.138964,on
1.000000,0.136893,on
1.000000,0.134853,on
1.000000,0.132843,on
1.000000,0.130863,on
1.000000,0.128912,on
1.000000,0.126991,on
1.000000,0.125098,on
1.000000,0.123234,on
1.000000,0.121397,on
1.000000,0.119587,on
1.000000,0.117805,on
1.000000,0.116049,on
1.000000,0.114319,on
1.000000,0.112616,on
1.000000,0.110937,on
1.000000,0.109284,on
1.000000,0.107655,on
1.000000,0.106050,on
1.000000,0.104470,on
1.000000,0.102912,on
1.000000,0.101379,on
1.000000,0.099868,on
1.000000,0.098379,on
1.000000,0.096913,on
1.000000,0.095468,on
1.000000,0.094045,on
1.000000,0.092644,on
1.000000,0.091263,on
1.000000,0.089903,on
1.000000,0.088563,on
1.000000,0.087243,on
1.000000,0.085942,on
1.000000,0.084661,on
1.000000,0.083400,on
1.000000,0.082156,on
1.000000,0.080932,on
1.000000,0.079726,on
1.000000,0.078537,on
1.000000,0.077367,on
1.000000,0.076214,on
1.000000,0.075078,on
1.000000,0.073959,on
1.000000,0.072856,on
1.000000,0.071771,on
1.000000,0.070701,on
1.000000,0.069647,on
1.000000,0.068609,on
1.000000,0.067586,on
