rls
42
26
35
27
15
38
14
19
23
46
30
31
19
24
15
28
21
24
29
16
28
50
15
16
19
31
42
50
28
20
9
40
20
16
29
8
44
16
12
28
25
21
28
25
26
27
35
29
33
17
18
18
44
15
26
33
27
60
32
8
11
18
26
18
25
11
41
32
9
22
27
19
18
31
29
33
39
12
21
51
26
17
25
32
26
17
22
27
37
23
24
21
35
32
33
19
46
12
33
36
33
33
27
26
27
27
25
23
24
44
17
19
18
42
35
18
32
31
24
25
39
40
24
15
13
34
8
29
46
31
23
23
27
25
24
25
30
24
8
16
37
39
27
18
33
19
41
25
21
37
18
28
8
34
18
16
15
27
29
30
33
26
43
24
38
31
29
44
35
23
22
24
33
15
26
24
30
26
36
26
35
23
26
24
25
30
26
33
20
21
26
30
20
28
34
24
17
28
34
33
23
30
28
19
25
29
32
28
25
31
35
28
16
28
32
33
22
18
20
23
33
42
21
17
41
21
18
43
30
24
13
14
23
22
21
14
23
21
30
16
38
18
15
21
25
17
19
25
28
35
18
51
17
19
21
31
28
27
24
50
43
15
12
21
40
32
22
21
25
31
19
25
14
33
30
34
23
29
20
28
16
33
42
22
23
24
20
40
32
21
50
9
27
17
32
35
33
16
37
22
36
48
45
19
49
42
19
34
29
59
18
53
29
25
26
30
38
12
23
25
19
22
12
15
31
22
33
30
26
20
19
27
21
33
27
18
39
25
32
39
36
16
30
35
61
35
23
32
38
19
13
28
33
28
35
27
33
34
24
38
31
38
20
31
19
20
36
31
25
19
17
15
21
32
20
29
11
34
16
9
29
14
12
37
37
11
17
34
27
20
22
16
23
30
16
14
13
18
27
18
27
29
41
20
27
44
41
10
34
16
22
19
41
24
21
21
25
50
22
45
37
14
23
26
17
34
18
13
18
24
23
38
20
41
20
29
22
20
39
31
26
28
23
29
48
22
44
24
27
34
51
44
55
18
27
29
32
33
32
31
19
25
20
37
20
37
20
21
42
49
9
28
26
14
17
17
33
20
18
20
18
28
25
34
9
37
19
13
8
22
21
11
33
22
29
27
32
34
11
24
18
30
22
25
43
22
10
37
11
29
23
31
27
27
9
37
24
42
16
21
28
10
26
13
26
29
25
41
21
25
23
22
28
20
34
14
32
18
19
31
35
24
28
24
12
37
6
37
20
36
27
21
38
28
24
21
29
21
42
37
13
38
36
24
31
32
24
29
23
14
18
29
40
31
46
22
26
21
39
37
29
16
31
9
20
34
34
26
27
31
18
32
15
35
25
28
34
24
51
13
29
30
24
24
38
36
37
27
17
21
54
29
42
25
26
19
16
13
24
15
23
32
28
18
26
37
34
30
37
19
19
17
16
10
32
30
41
30
19
24
19
24
15
28
29
26
34
22
19
19
23
26
25
24
15
23
29
64
36
28
18
42
18
13
30
13
15
8
8
7
44
34
9
32
25
33
19
30
47
14
19
31
8
37
41
11
7
38
33
29
26
21
19
30
30
30
46
19
23
33
22
27
11
34
30
35
20
21
31
8
25
41
21
21
23
17
21
27
33
18
34
27
20
42
40
17
34
46
25
21
25
23
31
41
31
36
38
16
43
18
18
14
3
26
29
11
27
10
23
49
36
37
30
38
28
15
15
28
26
17
33
30
24
15
11
12
8
19
31
28
40
21
45
25
21
19
27
28
45
20
17
39
34
20
38
28
13
36
10
19
16
24
21
13
19
42
35
21
32
22
22
23
17
31
34
14
16
20
29
31
47
22
20
28
25
11
10
37
29
22
30
26
36
21
24
17
43
24
24
31
25
16
20
28
22
30
20
15
16
24
46
22
34
17
21
22
54
21
47
17
29
12
26
24
28
36
16
13
12
27
31
16
29
19
28
24
24
27
28
21
31
19
28
40
25
33
25
55
21
30
31
12
21
14
12
18
33
22
14
29
32
20
36
21
12
3
29
22
16
9
21
17
47
23
18
25
15
23
40
18
30
27
20
33
21
15
17
15
33
40
23
38
46
18
12
31
29
16
33
28
17
27
26
16
35
13
20
42
9
31
19
35
24
12
26
16
26
18
20
53
5
17
46
51
19
34
34
31
21
22
41
17
28
26
40
31
32
20
18
20
30
21
15
44
19
21
37
31
31
17
34
8
24
13
19
8
29
14
24
17
34
23
33
25
13
16
34
38
19
18
27
23
14
14
18
36
36
24
32
21
23
28
26
26
32
24
43
32
19
20
17
10
34
16
32
21
8
25
32
43
14
24
13
25
15
43
41
41
19
57
41
43
42
18
40
27
31
23
28
31
32
30
42
29
30
18
28
20
19
31
15
18
22
23
43
42
25
35
21
34
21
16
32
36
24
17
28
31
21
19
18
25
43
11
24
26
31
27
21
15
32
29
21
34
13
24
25
35
18
20
51
39
26
23
15
39
35
11
47
28
31
23
23
17
25
39
20
25
25
23
21
32
33
55
12
33
23
22
15
31
36
25
30
24
20
25
16
26
17
30
16
17
33
24
39
31
42
28
45
32
22
17
36
20
17
30
27
23
29
61
24
30
21
26
15
20
30
32
16
16
46
29
28
24
28
38
39
18
25
34
24
28
30
46
31
18
34
25
20
31
17
13
8
18
37
18
21
17
27
27
40
29
41
17
34
29
31
37
23
16
17
36
35
18
29
29
18
30
35
9
31
36
26
35
15
41
22
13
14
30
12
17
30
14
32
22
32
41
34
25
42
23
12
26
19
25
28
28
32
41
24
42
29
22
20
31
30
25
37
32
19
38
33
19
32
25
28
13
20
33
21
18
16
13
22
36
22
12
19
26
16
21
28
20
18
23
29
23
29
20
13
31
19
21
26
24
14
34
30
17
26
28
15
28
22
13
32
36
27
19
13
33
26
19
30
23
35
31
31
16
37
39
36
17
42
16
31
30
18
13
30
35
50
40
15
17
21
25
46
34
35
35
37
39
20
23
31
18
36
17
32
37
24
28
35
26
16
37
30
34
22
31
44
17
26
16
23
10
14
21
11
16
9
16
33
19
13
28
12
16
23
32
33
27
26
26
15
25
29
10
17
7
33
18
22
25
30
10
16
12
12
31
26
38
27
30
14
32
10
18
13
24
40
43
40
17
9
26
38
24
43
41
51
44
26
13
23
27
26
36
52
23
13
30
26
37
32
27
19
23
18
37
18
26
30
19
30
40
28
21
23
30
34
23
33
28
40
35
36
15
41
46
13
25
16
43
18
15
26
19
24
29
31
11
29
28
30
34
43
32
29
