regime,Vb_n,Vb_next
adder,29.0114,28.4743
adder,28.4743,26.9518
adder,26.9518,17.7799
adder,17.7799,18.6002
adder,18.6002,17.6447
adder,17.6447,19.6857
adder,19.6857,18.3984
adder,18.3984,20.7343
adder,20.7343,19.4744
adder,19.4744,17.8471
adder,17.8471,17.3478
adder,17.3478,18.9453
adder,18.9453,17.3250
adder,17.3250,20.0825
adder,20.0825,18.8279
adder,18.8279,19.9681
adder,19.9681,19.0935
adder,19.0935,22.0347
adder,22.0347,27.7514
adder,27.7514,24.5916
adder,24.5916,23.6741
adder,23.6741,25.3640
adder,25.3640,22.2389
adder,22.2389,19.6823
adder,19.6823,22.2286
adder,22.2286,22.1334
adder,22.1334,19.7231
adder,19.7231,23.0294
adder,23.0294,18.9392
adder,18.9392,19.9068
adder,19.9068,19.8682
adder,19.8682,18.5718
adder,18.5718,15.0307
adder,15.0307,16.2260
adder,16.2260,15.6878
adder,15.6878,19.2161
adder,19.2161,21.2440
adder,21.2440,16.8665
adder,16.8665,20.7711
adder,20.7711,21.4620
adder,21.4620,17.5192
adder,17.5192,17.4722
adder,17.4722,19.9666
adder,19.9666,21.5972
adder,21.5972,22.1639
adder,22.1639,21.4051
adder,21.4051,21.1292
adder,21.1292,18.1187
adder,18.1187,19.3332
adder,19.3332,19.9465
adder,19.9465,23.1127
adder,23.1127,16.3826
adder,16.3826,18.7172
adder,18.7172,17.6311
adder,17.6311,23.1056
adder,23.1056,21.5779
adder,21.5779,22.0864
adder,22.0864,21.9984
adder,21.9984,23.5382
adder,23.5382,24.0607
adder,24.0607,25.0871
adder,25.0871,22.5015
adder,22.5015,19.8689
adder,19.8689,21.2530
adder,21.2530,19.6420
adder,19.6420,19.6882
adder,19.6882,19.2159
adder,19.2159,21.2479
adder,21.2479,21.5711
adder,21.5711,22.5651
adder,22.5651,20.9747
adder,20.9747,16.8856
adder,16.8856,14.8709
adder,14.8709,17.9212
adder,17.9212,19.7913
adder,19.7913,18.7997
adder,18.7997,16.1179
adder,16.1179,13.1156
adder,13.1156,11.0832
adder,11.0832,15.8708
adder,15.8708,16.0782
adder,16.0782,20.0529
adder,20.0529,18.5046
adder,18.5046,18.1366
adder,18.1366,17.7890
adder,17.7890,19.7204
adder,19.7204,17.4585
adder,17.4585,22.1118
adder,22.1118,23.9104
adder,23.9104,22.1861
adder,22.1861,15.3122
adder,15.3122,14.0035
adder,14.0035,17.6536
adder,17.6536,19.5626
adder,19.5626,21.0215
adder,21.0215,19.1475
adder,19.1475,20.1978
adder,20.1978,19.3766
adder,19.3766,16.7303
adder,16.7303,19.5281
adder,19.5281,20.1871
adder,20.1871,24.8776
adder,24.8776,23.5577
adder,23.5577,23.2720
adder,23.2720,13.9795
adder,13.9795,15.0840
adder,15.0840,17.2911
adder,17.2911,11.3370
adder,11.3370,14.7443
adder,14.7443,14.8920
adder,14.8920,17.0253
adder,17.0253,19.6690
adder,19.6690,18.6501
adder,18.6501,21.4555
adder,21.4555,18.5987
adder,18.5987,18.5960
adder,18.5960,15.3283
adder,15.3283,20.0977
adder,20.0977,15.9556
adder,15.9556,18.1802
adder,18.1802,17.9602
adder,17.9602,14.8993
adder,14.8993,16.0005
adder,16.0005,19.3913
adder,19.3913,14.7354
adder,14.7354,14.1032
adder,14.1032,17.3536
adder,17.3536,19.3958
adder,19.3958,19.1220
adder,19.1220,23.6039
adder,23.6039,16.3110
adder,16.3110,18.4506
adder,18.4506,19.5787
adder,19.5787,26.1681
adder,26.1681,23.1757
adder,23.1757,17.6446
adder,17.6446,17.8025
adder,17.8025,17.1705
adder,17.1705,16.5182
adder,16.5182,23.0143
adder,23.0143,16.4996
adder,16.4996,17.1962
adder,17.1962,23.6851
adder,23.6851,24.5996
adder,24.5996,23.1941
adder,23.1941,20.0556
adder,20.0556,18.7655
adder,18.7655,23.4647
adder,23.4647,17.2955
adder,17.2955,17.7904
adder,17.7904,24.1597
adder,24.1597,21.0861
adder,21.0861,26.3840
adder,26.3840,25.0623
adder,25.0623,21.2910
adder,21.2910,20.9097
adder,20.9097,21.6958
adder,21.6958,21.0739
adder,21.0739,24.5902
adder,24.5902,22.7128
adder,22.7128,22.0882
adder,22.0882,19.4722
adder,19.4722,22.8404
adder,22.8404,22.5308
adder,22.5308,24.3606
adder,24.3606,17.2594
adder,17.2594,18.0880
adder,18.0880,22.2965
adder,22.2965,25.0417
adder,25.0417,20.0637
adder,20.0637,14.2974
adder,14.2974,14.7588
adder,14.7588,18.9852
adder,18.9852,19.7130
adder,19.7130,18.3517
adder,18.3517,15.3923
adder,15.3923,18.1417
adder,18.1417,15.3728
adder,15.3728,15.3908
adder,15.3908,19.9726
adder,19.9726,17.5830
adder,17.5830,20.4808
adder,20.4808,21.8423
adder,21.8423,18.6481
adder,18.6481,19.4882
adder,19.4882,17.1945
adder,17.1945,18.8771
adder,18.8771,17.2521
adder,17.2521,22.6662
adder,22.6662,22.4787
adder,22.4787,25.4401
adder,25.4401,25.9724
adder,25.9724,25.9424
adder,25.9424,22.3851
adder,22.3851,18.6037
adder,18.6037,16.6163
adder,16.6163,17.2281
adder,17.2281,15.2515
adder,15.2515,17.8520
adder,17.8520,18.9481
adder,18.9481,15.5145
adder,15.5145,17.5364
adder,17.5364,20.5032
adder,20.5032,22.7056
adder,22.7056,19.1963
adder,19.1963,20.5384
adder,20.5384,17.2882
adder,17.2882,15.6107
adder,15.6107,20.5452
adder,20.5452,20.4703
adder,20.4703,18.1317
adder,18.1317,18.4651
adder,18.4651,18.2556
adder,18.2556,20.8471
adder,20.8471,18.3927
adder,18.3927,15.9247
adder,15.9247,17.8395
adder,17.8395,19.5761
adder,19.5761,16.9071
adder,16.9071,16.2749
adder,16.2749,17.9285
adder,17.9285,18.2834
adder,18.2834,16.1512
adder,16.1512,16.3541
adder,16.3541,19.2914
adder,19.2914,21.6067
adder,21.6067,18.6423
adder,18.6423,22.4187
adder,22.4187,17.9419
adder,17.9419,16.1216
adder,16.1216,20.6239
adder,20.6239,18.8214
adder,18.8214,22.2945
adder,22.2945,23.6986
adder,23.6986,21.7598
adder,21.7598,20.1661
adder,20.1661,22.9561
adder,22.9561,27.4833
adder,27.4833,28.8154
adder,28.8154,24.1737
adder,24.1737,23.8835
adder,23.8835,26.2383
adder,26.2383,21.2493
adder,21.2493,19.4240
adder,19.4240,18.3113
adder,18.3113,22.9742
adder,22.9742,19.8672
adder,19.8672,21.1488
adder,21.1488,24.2435
adder,24.2435,20.7497
adder,20.7497,19.6159
adder,19.6159,18.4451
adder,18.4451,21.0937
adder,21.0937,19.2730
adder,19.2730,19.8684
adder,19.8684,17.4889
adder,17.4889,20.4008
adder,20.4008,17.9470
adder,17.9470,18.4135
adder,18.4135,21.0083
adder,21.0083,21.9269
adder,21.9269,27.6112
adder,27.6112,26.5492
adder,26.5492,21.8362
adder,21.8362,16.3136
adder,16.3136,19.8166
adder,19.8166,20.1483
adder,20.1483,19.6613
adder,19.6613,15.6602
adder,15.6602,20.2465
adder,20.2465,19.5931
adder,19.5931,20.5096
adder,20.5096,19.9356
adder,19.9356,22.0571
adder,22.0571,20.1292
adder,20.1292,21.1666
adder,21.1666,20.6323
adder,20.6323,21.5445
adder,21.5445,18.5482
adder,18.5482,19.6860
adder,19.6860,17.7584
adder,17.7584,18.0995
adder,18.0995,22.2057
adder,22.2057,22.6680
adder,22.6680,23.4449
adder,23.4449,27.0545
adder,27.0545,26.7576
adder,26.7576,21.1916
adder,21.1916,20.8783
adder,20.8783,18.0497
adder,18.0497,21.4125
adder,21.4125,23.6897
adder,23.6897,20.6357
adder,20.6357,19.2547
adder,19.2547,21.2695
adder,21.2695,14.2510
adder,14.2510,18.5537
adder,18.5537,19.1272
adder,19.1272,22.9317
adder,22.9317,26.4083
adder,26.4083,21.9432
adder,21.9432,15.8954
adder,15.8954,16.8153
adder,16.8153,17.6122
adder,17.6122,19.3431
adder,19.3431,21.0037
adder,21.0037,19.0498
adder,19.0498,19.7634
adder,19.7634,18.5913
adder,18.5913,21.5243
adder,21.5243,21.3585
adder,21.3585,20.2979
adder,20.2979,20.4753
adder,20.4753,21.0496
adder,21.0496,20.2635
adder,20.2635,18.0524
adder,18.0524,16.1820
adder,16.1820,16.6282
adder,16.6282,16.0586
adder,16.0586,18.7506
adder,18.7506,17.4849
adder,17.4849,16.5408
adder,16.5408,21.9804
adder,21.9804,24.7476
adder,24.7476,26.1753
adder,26.1753,24.0196
adder,24.0196,24.5758
adder,24.5758,23.2489
adder,23.2489,18.1104
adder,18.1104,20.9505
adder,20.9505,23.7928
adder,23.7928,25.3377
adder,25.3377,26.1668
adder,26.1668,22.6422
adder,22.6422,20.1535
adder,20.1535,21.2682
adder,21.2682,21.4200
adder,21.4200,22.9092
adder,22.9092,24.8298
adder,24.8298,22.2020
adder,22.2020,24.7070
adder,24.7070,22.0214
adder,22.0214,23.8532
adder,23.8532,21.6042
timer,20.4661,18.0699
timer,18.0699,20.9673
timer,20.9673,21.7432
timer,21.7432,21.4144
timer,21.4144,23.1148
timer,23.1148,22.8824
timer,22.8824,20.0244
timer,20.0244,20.1392
timer,20.1392,19.8785
timer,19.8785,18.7110
timer,18.7110,16.9023
timer,16.9023,17.3770
timer,17.3770,21.1416
timer,21.1416,20.3815
timer,20.3815,21.3075
timer,21.3075,19.4508
timer,19.4508,18.4491
timer,18.4491,18.1135
timer,18.1135,17.5389
timer,17.5389,16.3230
timer,16.3230,15.6045
timer,15.6045,18.4797
timer,18.4797,20.2153
timer,20.2153,21.8912
timer,21.8912,19.6723
timer,19.6723,21.0936
timer,21.0936,18.7740
timer,18.7740,20.0184
timer,20.0184,21.0337
timer,21.0337,22.6659
timer,22.6659,24.8007
timer,24.8007,21.3888
timer,21.3888,21.4664
timer,21.4664,18.4925
timer,18.4925,19.7655
timer,19.7655,22.4838
timer,22.4838,22.1994
timer,22.1994,23.7706
timer,23.7706,19.1233
timer,19.1233,18.0281
timer,18.0281,17.4500
timer,17.4500,18.1411
timer,18.1411,18.3546
timer,18.3546,18.4566
timer,18.4566,16.3905
timer,16.3905,16.8308
timer,16.8308,18.3367
timer,18.3367,17.6156
timer,17.6156,21.5748
timer,21.5748,21.7417
timer,21.7417,16.0554
timer,16.0554,19.4177
timer,19.4177,19.6568
timer,19.6568,17.6368
timer,17.6368,17.2358
timer,17.2358,19.3729
timer,19.3729,19.0966
timer,19.0966,20.7163
timer,20.7163,21.2516
timer,21.2516,19.1987
timer,19.1987,20.5757
timer,20.5757,21.4708
timer,21.4708,23.2609
timer,23.2609,17.8361
timer,17.8361,17.6507
timer,17.6507,18.8154
timer,18.8154,17.3279
timer,17.3279,14.6435
timer,14.6435,15.2922
timer,15.2922,12.7025
timer,12.7025,14.3148
timer,14.3148,16.0256
timer,16.0256,15.2241
timer,15.2241,16.8338
timer,16.8338,20.1497
timer,20.1497,21.1259
timer,21.1259,22.4257
timer,22.4257,20.3328
timer,20.3328,19.4370
timer,19.4370,16.4782
timer,16.4782,14.2519
timer,14.2519,13.6647
timer,13.6647,14.5193
timer,14.5193,15.3807
timer,15.3807,13.5274
timer,13.5274,14.2595
timer,14.2595,17.8773
timer,17.8773,15.8895
timer,15.8895,18.7815
timer,18.7815,20.6376
timer,20.6376,23.1735
timer,23.1735,25.6688
timer,25.6688,26.9709
timer,26.9709,21.1954
timer,21.1954,21.8161
timer,21.8161,26.3050
timer,26.3050,26.8533
timer,26.8533,29.0110
timer,29.0110,33.6160
timer,33.6160,29.9146
timer,29.9146,22.8888
timer,22.8888,21.1300
timer,21.1300,17.6815
timer,17.6815,20.5603
timer,20.5603,18.9416
timer,18.9416,18.6370
timer,18.6370,19.1992
timer,19.1992,18.8776
timer,18.8776,15.3654
timer,15.3654,14.5946
timer,14.5946,13.7782
timer,13.7782,16.3840
timer,16.3840,19.6306
timer,19.6306,24.2356
timer,24.2356,21.2968
timer,21.2968,22.6374
timer,22.6374,19.7300
timer,19.7300,19.7960
timer,19.7960,16.5768
timer,16.5768,18.4788
timer,18.4788,15.8185
timer,15.8185,19.4247
timer,19.4247,17.9002
timer,17.9002,15.1713
timer,15.1713,14.4848
timer,14.4848,15.5838
timer,15.5838,17.7260
timer,17.7260,17.0967
timer,17.0967,17.7871
timer,17.7871,19.2709
timer,19.2709,20.1436
timer,20.1436,17.4803
timer,17.4803,19.4482
timer,19.4482,16.5973
timer,16.5973,18.6225
timer,18.6225,18.6854
timer,18.6854,21.8889
timer,21.8889,21.8754
timer,21.8754,16.3771
timer,16.3771,16.9420
timer,16.9420,17.9414
timer,17.9414,14.9661
timer,14.9661,15.7839
timer,15.7839,14.0908
timer,14.0908,15.9215
timer,15.9215,14.5816
timer,14.5816,15.0411
timer,15.0411,15.7096
timer,15.7096,12.5762
timer,12.5762,13.3990
timer,13.3990,12.3829
timer,12.3829,16.3203
timer,16.3203,15.5014
timer,15.5014,16.0284
timer,16.0284,16.3470
timer,16.3470,14.6212
timer,14.6212,16.7796
timer,16.7796,19.6413
timer,19.6413,17.7474
timer,17.7474,16.0363
timer,16.0363,14.2598
timer,14.2598,17.7182
timer,17.7182,19.2980
timer,19.2980,18.1893
timer,18.1893,18.6239
timer,18.6239,22.0455
timer,22.0455,19.8188
timer,19.8188,18.7029
timer,18.7029,15.1291
timer,15.1291,14.2159
timer,14.2159,14.8685
timer,14.8685,18.7831
timer,18.7831,20.1930
timer,20.1930,22.8470
timer,22.8470,20.4549
timer,20.4549,19.1808
timer,19.1808,16.5431
timer,16.5431,14.4977
timer,14.4977,17.5239
timer,17.5239,18.2560
timer,18.2560,19.0914
timer,19.0914,17.2597
timer,17.2597,21.0866
timer,21.0866,20.5495
timer,20.5495,18.1233
timer,18.1233,17.3924
timer,17.3924,22.0408
timer,22.0408,25.6260
timer,25.6260,22.2123
timer,22.2123,23.1674
timer,23.1674,20.9840
timer,20.9840,20.8331
timer,20.8331,16.6354
timer,16.6354,21.0692
timer,21.0692,20.9798
timer,20.9798,19.1614
timer,19.1614,16.1012
timer,16.1012,20.1925
timer,20.1925,22.6170
timer,22.6170,19.3558
timer,19.3558,20.5500
timer,20.5500,19.9413
timer,19.9413,19.3979
timer,19.3979,18.6807
timer,18.6807,19.9172
timer,19.9172,16.5442
timer,16.5442,15.7167
timer,15.7167,18.5668
timer,18.5668,18.6577
timer,18.6577,22.7296
timer,22.7296,18.5115
timer,18.5115,19.2868
timer,19.2868,20.7423
timer,20.7423,21.3669
timer,21.3669,17.6955
timer,17.6955,17.1771
timer,17.1771,18.3904
timer,18.3904,20.4346
timer,20.4346,24.5881
timer,24.5881,24.6350
timer,24.6350,25.2366
timer,25.2366,25.7639
timer,25.7639,26.1177
timer,26.1177,23.6675
timer,23.6675,16.8531
timer,16.8531,19.7295
timer,19.7295,21.6177
timer,21.6177,19.4070
timer,19.4070,19.7576
timer,19.7576,20.2751
timer,20.2751,21.9202
timer,21.9202,22.7162
timer,22.7162,26.3762
timer,26.3762,24.9303
timer,24.9303,28.7800
timer,28.7800,30.1311
timer,30.1311,24.2977
timer,24.2977,21.1322
timer,21.1322,20.7711
timer,20.7711,21.2763
timer,21.2763,22.9525
timer,22.9525,21.1390
timer,21.1390,24.5224
timer,24.5224,18.8913
timer,18.8913,16.4176
timer,16.4176,13.9554
timer,13.9554,15.3636
timer,15.3636,17.9453
timer,17.9453,16.8336
timer,16.8336,20.3841
timer,20.3841,24.4854
timer,24.4854,25.8913
timer,25.8913,18.2473
timer,18.2473,14.6906
timer,14.6906,15.4227
timer,15.4227,18.7140
timer,18.7140,19.3426
timer,19.3426,19.3473
timer,19.3473,19.2138
timer,19.2138,17.7612
timer,17.7612,19.1499
timer,19.1499,18.3063
timer,18.3063,19.7483
timer,19.7483,18.5677
timer,18.5677,18.8266
timer,18.8266,20.8800
timer,20.8800,24.1622
timer,24.1622,23.9070
timer,23.9070,23.0865
timer,23.0865,21.2591
timer,21.2591,16.3735
timer,16.3735,19.3614
timer,19.3614,20.9281
timer,20.9281,17.4683
timer,17.4683,18.1733
timer,18.1733,19.5492
timer,19.5492,19.2303
timer,19.2303,19.3445
timer,19.3445,18.5369
timer,18.5369,21.1759
timer,21.1759,19.3016
timer,19.3016,22.5372
timer,22.5372,19.1000
timer,19.1000,16.3633
timer,16.3633,17.3826
timer,17.3826,13.8506
timer,13.8506,18.1002
timer,18.1002,18.1510
timer,18.1510,19.3223
timer,19.3223,21.1283
timer,21.1283,18.6761
timer,18.6761,21.3300
timer,21.3300,20.9389
timer,20.9389,16.2080
timer,16.2080,18.5907
timer,18.5907,15.7096
timer,15.7096,14.1201
timer,14.1201,13.2866
timer,13.2866,16.3367
timer,16.3367,16.4620
timer,16.4620,16.0978
timer,16.0978,18.9847
timer,18.9847,21.7901
timer,21.7901,16.3463
timer,16.3463,13.8738
timer,13.8738,13.6000
timer,13.6000,16.7440
timer,16.7440,13.9663
timer,13.9663,15.5229
timer,15.5229,18.7500
timer,18.7500,18.6190
timer,18.6190,19.4980
timer,19.4980,18.8999
timer,18.8999,17.2774
timer,17.2774,16.1231
timer,16.1231,18.3499
timer,18.3499,15.4638
timer,15.4638,13.8894
timer,13.8894,16.9316
timer,16.9316,18.1805
timer,18.1805,17.3580
timer,17.3580,22.4884
timer,22.4884,22.1165
timer,22.1165,18.6167
timer,18.6167,18.4989
timer,18.4989,19.5767
timer,19.5767,21.6872
timer,21.6872,19.8286
timer,19.8286,17.9082
timer,17.9082,17.9847
timer,17.9847,20.7021
timer,20.7021,23.2951
timer,23.2951,25.6131
timer,25.6131,26.8638
timer,26.8638,22.3061
timer,22.3061,20.3611
timer,20.3611,19.5539
timer,19.5539,11.9435
timer,11.9435,16.6343
timer,16.6343,17.6677
timer,17.6677,18.0874
timer,18.0874,16.7774
timer,16.7774,15.1548
timer,15.1548,15.9492
timer,15.9492,19.2493
timer,19.2493,18.1886
timer,18.1886,14.6655
timer,14.6655,16.6884
timer,16.6884,18.0225
timer,18.0225,14.9840
timer,14.9840,17.9564
timer,17.9564,16.5973
timer,16.5973,21.1553
timer,21.1553,21.4578
timer,21.4578,22.1007
timer,22.1007,24.4050
timer,24.4050,25.6496
timer,25.6496,27.0957
timer,27.0957,18.1751
timer,18.1751,16.7213
timer,16.7213,17.1309
timer,17.1309,18.0730
timer,18.0730,18.4860
timer,18.4860,16.5738
timer,16.5738,13.6485
timer,13.6485,15.9767
timer,15.9767,16.9567
timer,16.9567,19.2691
timer,19.2691,16.7108
timer,16.7108,14.5850
timer,14.5850,18.0998
timer,18.0998,16.9025
timer,16.9025,17.0470
timer,17.0470,15.7997
timer,15.7997,15.9050
timer,15.9050,18.0226
timer,18.0226,13.7243
timer,13.7243,16.3230
timer,16.3230,16.7563
timer,16.7563,17.5604
timer,17.5604,17.5458
timer,17.5458,18.3761
timer,18.3761,19.6475
timer,19.6475,20.7345
timer,20.7345,16.4789
timer,16.4789,16.2929
timer,16.2929,13.0936
timer,13.0936,13.4972
timer,13.4972,13.6156
timer,13.6156,14.8134
timer,14.8134,15.5745
timer,15.5745,18.4851
timer,18.4851,16.8414
timer,16.8414,17.6027
timer,17.6027,16.3661
timer,16.3661,16.3169
timer,16.3169,15.1152
timer,15.1152,14.6616
timer,14.6616,15.0510
timer,15.0510,17.4931
timer,17.4931,17.4651
timer,17.4651,17.3311
timer,17.3311,19.5236
timer,19.5236,21.3275
timer,21.3275,19.9121
timer,19.9121,20.5171
timer,20.5171,19.5731
timer,19.5731,20.7203
timer,20.7203,18.3740
timer,18.3740,20.4681
timer,20.4681,20.1443
timer,20.1443,20.0686
timer,20.0686,21.4001
timer,21.4001,24.3411
timer,24.3411,21.4999
timer,21.4999,21.8241
timer,21.8241,17.4560
timer,17.4560,18.3596
timer,18.3596,18.8773
timer,18.8773,16.6355
timer,16.6355,15.0426
timer,15.0426,14.9919
timer,14.9919,13.2829
timer,13.2829,14.5398
timer,14.5398,15.0314
timer,15.0314,14.1476
timer,14.1476,18.4476
timer,18.4476,21.6552
timer,21.6552,20.6143
timer,20.6143,18.8352
timer,18.8352,19.1449
timer,19.1449,18.4401
timer,18.4401,16.9174
timer,16.9174,18.0460
timer,18.0460,17.2530
timer,17.2530,21.7161
timer,21.7161,20.6575
timer,20.6575,20.8522
timer,20.8522,24.0065
timer,24.0065,21.5907
timer,21.5907,19.9916
timer,19.9916,24.7384
timer,24.7384,27.9509
timer,27.9509,25.2076
timer,25.2076,19.9374
timer,19.9374,21.5521
timer,21.5521,18.9016
timer,18.9016,22.2662
timer,22.2662,21.8620
timer,21.8620,24.4105
timer,24.4105,24.4553
timer,24.4553,25.6962
timer,25.6962,21.6366
timer,21.6366,20.5653
timer,20.5653,17.1507
timer,17.1507,17.2146
timer,17.2146,17.4186
timer,17.4186,19.5640
timer,19.5640,20.2801
timer,20.2801,18.6670
timer,18.6670,20.6722
timer,20.6722,21.8173
timer,21.8173,17.6365
timer,17.6365,19.1245
timer,19.1245,16.3192
timer,16.3192,18.9140
timer,18.9140,18.0714
timer,18.0714,18.6568
timer,18.6568,19.1538
timer,19.1538,19.7588
timer,19.7588,28.8696
timer,28.8696,33.2169
timer,33.2169,30.2542
timer,30.2542,25.5423
timer,25.5423,21.0305
timer,21.0305,25.1975
timer,25.1975,26.1707
timer,26.1707,28.2902
timer,28.2902,26.4942
timer,26.4942,26.7312
timer,26.7312,27.6603
timer,27.6603,26.2971
timer,26.2971,27.1226
timer,27.1226,26.0096
timer,26.0096,23.4251
timer,23.4251,19.0539
timer,19.0539,20.1131
timer,20.1131,21.2309
timer,21.2309,19.9341
timer,19.9341,16.3470
timer,16.3470,20.5480
timer,20.5480,21.5605
timer,21.5605,18.3733
timer,18.3733,17.0808
timer,17.0808,17.1714
timer,17.1714,20.1188
timer,20.1188,20.0992
timer,20.0992,19.5158
timer,19.5158,21.6125
timer,21.6125,21.0066
timer,21.0066,18.7201
timer,18.7201,18.7611
timer,18.7611,19.0788
timer,19.0788,16.6572
timer,16.6572,17.4026
timer,17.4026,15.9365
timer,15.9365,18.0618
timer,18.0618,19.9558
timer,19.9558,21.1800
timer,21.1800,21.1848
timer,21.1848,22.5059
timer,22.5059,20.3380
timer,20.3380,21.5031
timer,21.5031,22.0339
timer,22.0339,21.4164
timer,21.4164,20.0547
timer,20.0547,18.1737
timer,18.1737,18.0221
timer,18.0221,21.6491
timer,21.6491,24.2418
timer,24.2418,22.1118
timer,22.1118,23.2239
timer,23.2239,19.7811
timer,19.7811,22.6529
timer,22.6529,18.7236
timer,18.7236,17.3888
timer,17.3888,16.9345
timer,16.9345,18.2920
timer,18.2920,19.1473
timer,19.1473,14.7956
timer,14.7956,16.1237
timer,16.1237,17.4087
timer,17.4087,18.0652
timer,18.0652,20.3197
timer,20.3197,22.1794
timer,22.1794,18.4854
timer,18.4854,18.3693
timer,18.3693,19.3750
timer,19.3750,24.7361
timer,24.7361,24.3028
timer,24.3028,24.0796
timer,24.0796,25.1928
timer,25.1928,23.2237
timer,23.2237,23.2973
timer,23.2973,22.9250
timer,22.9250,23.6634
timer,23.6634,25.7765
timer,25.7765,23.4150
timer,23.4150,24.3401
timer,24.3401,25.6945
timer,25.6945,24.9642
timer,24.9642,25.8462
timer,25.8462,28.9485
timer,28.9485,24.4992
timer,24.4992,28.7515
timer,28.7515,29.6287
timer,29.6287,28.7214
timer,28.7214,24.8801
timer,24.8801,23.7360
timer,23.7360,20.1691
timer,20.1691,19.1358
timer,19.1358,21.1921
timer,21.1921,23.0380
timer,23.0380,16.2657
timer,16.2657,21.7338
timer,21.7338,25.3873
timer,25.3873,22.3647
timer,22.3647,22.4929
timer,22.4929,19.6089
timer,19.6089,20.4883
timer,20.4883,21.8101
timer,21.8101,27.7750
timer,27.7750,28.8182
timer,28.8182,29.6652
timer,29.6652,24.5159
timer,24.5159,24.1781
timer,24.1781,22.6418
timer,22.6418,23.3675
timer,23.3675,22.2878
timer,22.2878,19.8625
timer,19.8625,22.5706
timer,22.5706,22.7942
timer,22.7942,24.8021
timer,24.8021,21.2334
timer,21.2334,22.4536
timer,22.4536,20.5767
timer,20.5767,17.8826
timer,17.8826,14.1457
timer,14.1457,16.1301
timer,16.1301,16.9986
timer,16.9986,14.4758
timer,14.4758,13.5146
timer,13.5146,15.4830
timer,15.4830,18.7504
timer,18.7504,15.3438
timer,15.3438,13.8601
timer,13.8601,17.1238
timer,17.1238,15.9746
timer,15.9746,16.4418
timer,16.4418,20.2499
timer,20.2499,20.4724
timer,20.4724,19.9828
timer,19.9828,16.2780
timer,16.2780,16.5980
timer,16.5980,14.6997
timer,14.6997,18.5962
timer,18.5962,19.4618
timer,19.4618,19.7534
timer,19.7534,20.6653
timer,20.6653,20.3211
timer,20.3211,17.2774
timer,17.2774,18.5685
timer,18.5685,18.7993
timer,18.7993,20.4705
timer,20.4705,20.5029
timer,20.5029,21.6966
timer,21.6966,23.1323
timer,23.1323,24.7689
timer,24.7689,19.5846
timer,19.5846,19.5844
timer,19.5844,17.4423
timer,17.4423,17.3809
timer,17.3809,17.1855
timer,17.1855,21.9269
timer,21.9269,25.4378
timer,25.4378,26.1887
timer,26.1887,21.1134
timer,21.1134,16.9260
timer,16.9260,12.2391
timer,12.2391,14.7373
timer,14.7373,18.2638
timer,18.2638,15.0171
timer,15.0171,16.6746
timer,16.6746,17.9475
timer,17.9475,19.3052
timer,19.3052,21.5978
timer,21.5978,23.8628
timer,23.8628,25.2896
timer,25.2896,28.2230
timer,28.2230,18.3345
timer,18.3345,19.6030
timer,19.6030,16.9867
timer,16.9867,14.5017
timer,14.5017,18.2650
timer,18.2650,20.8827
timer,20.8827,19.5791
timer,19.5791,21.7010
timer,21.7010,19.8531
timer,19.8531,21.4244
timer,21.4244,28.5697
timer,28.5697,24.6879
timer,24.6879,21.2084
timer,21.2084,19.2780
timer,19.2780,19.5510
timer,19.5510,19.5576
timer,19.5576,21.3899
timer,21.3899,21.7924
timer,21.7924,17.4777
timer,17.4777,19.0583
timer,19.0583,17.6693
timer,17.6693,15.7739
timer,15.7739,14.9549
timer,14.9549,16.2965
timer,16.2965,21.0068
timer,21.0068,22.1489
timer,22.1489,24.2457
timer,24.2457,21.9289
timer,21.9289,23.8113
timer,23.8113,21.7469
timer,21.7469,19.3717
timer,19.3717,18.5165
timer,18.5165,19.7245
timer,19.7245,20.1130
timer,20.1130,19.1172
timer,19.1172,18.0373
timer,18.0373,15.2325
timer,15.2325,15.3184
timer,15.3184,16.8144
timer,16.8144,17.9251
timer,17.9251,18.3500
timer,18.3500,19.2915
timer,19.2915,24.4324
timer,24.4324,21.5982
timer,21.5982,19.4731
timer,19.4731,23.6229
timer,23.6229,19.8152
timer,19.8152,24.1686
timer,24.1686,21.2849
timer,21.2849,21.1048
timer,21.1048,23.6626
timer,23.6626,18.9593
timer,18.9593,22.6578
timer,22.6578,19.9184
timer,19.9184,22.2216
timer,22.2216,30.0208
timer,30.0208,20.3403
timer,20.3403,16.2067
timer,16.2067,15.6886
timer,15.6886,16.4439
timer,16.4439,15.8481
timer,15.8481,18.5529
timer,18.5529,16.2338
timer,16.2338,14.7152
timer,14.7152,10.6614
timer,10.6614,12.1769
timer,12.1769,13.0782
timer,13.0782,14.8483
timer,14.8483,16.2694
timer,16.2694,16.4582
timer,16.4582,18.2940
timer,18.2940,15.7098
timer,15.7098,18.8812
timer,18.8812,17.4779
timer,17.4779,16.6135
timer,16.6135,17.9266
timer,17.9266,17.4981
timer,17.4981,15.5623
timer,15.5623,17.8603
timer,17.8603,19.2637
timer,19.2637,19.7191
timer,19.7191,19.1747
timer,19.1747,19.0614
timer,19.0614,17.0957
timer,17.0957,17.2749
timer,17.2749,14.6828
timer,14.6828,16.0962
timer,16.0962,19.6981
timer,19.6981,17.2708
timer,17.2708,16.1846
timer,16.1846,14.6590
timer,14.6590,15.1479
