rls
23
34
20
22
22
27
35
28
22
28
20
15
18
19
20
33
38
29
35
37
33
22
19
15
25
15
16
29
23
11
17
40
35
19
25
24
38
19
38
34
25
35
20
45
23
21
17
34
21
10
17
16
30
26
12
26
13
39
15
35
30
13
19
9
24
38
22
27
36
28
17
18
34
35
34
27
18
38
14
43
42
23
15
31
15
20
24
15
19
28
27
19
33
26
30
18
17
28
16
44
35
15
25
22
14
18
29
23
14
30
31
31
33
18
16
22
11
17
24
18
21
28
27
24
39
37
36
41
29
28
30
23
20
30
22
15
28
16
21
23
34
22
34
36
39
29
29
22
22
21
24
23
23
22
20
28
18
37
12
29
29
16
12
17
35
22
23
38
18
40
22
24
22
22
18
20
35
24
27
43
27
26
19
16
33
23
20
17
30
16
27
25
30
13
18
13
18
24
36
28
27
22
31
18
22
20
29
16
25
23
33
31
30
17
27
12
15
19
15
23
32
15
18
30
32
25
22
30
32
15
24
13
29
23
19
36
22
33
21
33
37
19
20
24
22
30
31
14
28
17
39
20
13
21
24
18
15
12
34
35
27
16
37
20
26
15
37
17
22
23
20
18
18
21
28
18
18
29
35
26
31
30
26
25
24
16
12
31
21
22
18
11
27
23
44
17
32
22
41
35
19
25
19
41
30
38
30
37
32
20
15
28
12
12
41
22
44
23
24
32
30
22
33
24
40
22
20
36
32
26
24
30
24
13
15
30
17
18
26
24
29
29
27
28
20
38
19
34
25
20
29
25
26
18
24
29
40
33
51
29
30
34
20
33
31
27
15
24
18
36
13
19
30
26
19
15
27
20
12
13
27
35
26
16
22
35
38
24
23
16
30
42
23
18
14
25
25
14
32
31
20
31
19
17
32
27
32
28
17
38
17
12
26
25
29
35
13
30
24
20
15
24
34
25
27
17
28
27
26
27
45
23
22
24
17
35
39
31
33
27
14
31
11
14
24
26
25
22
32
16
32
23
30
34
28
23
34
17
28
20
33
27
30
27
25
18
22
12
25
24
32
20
14
35
22
13
18
21
17
34
31
25
21
40
26
23
17
11
26
26
24
22
41
40
21
24
17
18
28
24
18
30
23
17
24
23
10
35
34
33
29
20
32
19
25
15
25
31
43
26
20
40
26
32
22
23
22
49
23
12
18
32
17
32
22
13
25
32
19
24
17
29
17
26
21
22
15
31
33
22
16
27
26
28
16
38
17
38
23
9
22
32
25
16
37
34
51
29
24
11
29
21
16
19
7
23
46
18
24
20
19
15
29
35
40
33
10
29
33
21
23
27
20
35
21
22
24
28
31
21
20
19
20
24
26
21
32
30
25
25
34
38
30
27
13
27
18
22
9
16
22
38
26
26
17
11
22
17
37
16
24
12
32
15
16
26
19
29
21
53
28
29
16
29
31
25
19
25
29
15
28
37
46
22
20
19
25
17
30
31
33
26
31
29
31
24
33
26
48
49
18
30
13
34
23
22
47
17
33
29
32
33
26
27
26
23
24
26
24
17
31
25
21
16
30
11
14
33
23
25
21
32
36
24
43
18
21
26
43
28
21
29
17
13
17
24
30
20
23
24
21
49
13
21
25
31
12
35
35
24
24
28
39
31
19
30
21
17
14
17
26
32
17
31
17
15
27
33
21
7
28
26
18
16
24
32
26
33
24
29
13
21
19
29
30
23
35
29
20
27
26
19
20
18
18
30
34
16
18
25
15
32
33
22
29
20
26
16
18
23
29
27
17
19
26
25
22
30
33
23
18
25
21
35
32
19
23
24
18
25
44
22
12
20
14
31
20
25
45
35
20
41
33
22
30
30
17
40
27
33
36
26
24
16
24
42
15
27
21
34
19
24
19
27
33
18
39
11
34
29
30
18
13
29
18
27
33
12
18
12
22
25
47
30
27
44
23
32
24
26
23
21
25
20
20
24
21
19
27
14
22
33
32
20
22
32
19
12
34
25
22
34
22
25
38
23
20
43
20
19
38
25
22
32
21
27
32
30
25
33
18
13
24
19
24
16
32
25
17
37
37
30
25
