regime,Vb
sizer,19.6973
sizer,20.1434
sizer,18.3733
sizer,17.3905
sizer,21.6994
sizer,20.5005
sizer,16.1801
sizer,20.4199
sizer,20.1119
sizer,19.0529
sizer,20.6542
sizer,18.1215
sizer,17.9074
sizer,21.7590
sizer,22.6058
sizer,17.9901
sizer,20.7257
sizer,18.0643
sizer,18.4382
sizer,19.7972
sizer,20.3477
sizer,19.8799
sizer,20.7630
sizer,22.1778
sizer,18.8978
sizer,20.4290
sizer,15.8630
sizer,16.6558
sizer,16.5422
sizer,18.2386
sizer,18.2012
sizer,20.5251
sizer,17.6877
sizer,19.8977
sizer,22.9317
sizer,16.6597
sizer,24.0005
sizer,17.5347
sizer,18.7512
sizer,19.8533
sizer,20.5539
sizer,20.6155
sizer,17.3690
sizer,20.1430
sizer,15.3483
sizer,20.6657
sizer,17.7159
sizer,23.5399
sizer,20.8989
sizer,17.7429
sizer,14.7188
sizer,20.6451
sizer,22.9293
sizer,19.2849
sizer,15.7563
sizer,23.4658
sizer,19.3928
sizer,19.3467
sizer,18.8217
sizer,20.7836
sizer,24.9923
sizer,22.1984
sizer,15.6337
sizer,18.4627
sizer,15.0903
sizer,25.2346
sizer,19.4536
sizer,16.4549
sizer,21.5645
sizer,17.8911
sizer,18.5352
sizer,21.4355
sizer,18.4627
sizer,22.9916
sizer,17.2896
sizer,21.1924
sizer,18.2010
sizer,24.6464
sizer,18.0144
sizer,19.4261
sizer,26.2996
sizer,22.9967
sizer,16.8048
sizer,18.1983
sizer,16.1221
sizer,17.2917
sizer,20.7263
sizer,18.5463
sizer,20.3721
sizer,20.0496
sizer,16.3317
sizer,21.8205
sizer,23.2765
sizer,23.6504
sizer,19.1200
sizer,15.2640
sizer,22.1234
sizer,24.8158
sizer,23.9020
sizer,20.6081
sizer,23.9335
sizer,19.3488
sizer,19.2721
sizer,22.8186
sizer,22.2867
sizer,19.8134
sizer,19.9591
sizer,19.0431
sizer,23.9042
sizer,14.9090
sizer,21.9571
sizer,21.8395
sizer,18.8682
sizer,15.9175
sizer,23.0884
sizer,22.3426
sizer,18.1902
sizer,20.7243
sizer,20.1256
sizer,19.8841
sizer,19.1386
sizer,23.6579
sizer,17.8363
sizer,18.1465
sizer,19.4543
sizer,20.4679
sizer,24.5936
sizer,15.2686
sizer,20.9312
sizer,20.1861
sizer,20.8993
sizer,21.2489
sizer,16.2698
sizer,22.3000
sizer,23.3485
sizer,17.5673
sizer,15.8935
sizer,24.0723
sizer,19.6553
sizer,22.9239
sizer,16.9847
sizer,19.3367
sizer,21.6584
sizer,24.2685
sizer,18.1057
sizer,18.3830
sizer,15.8374
sizer,15.7175
sizer,21.4511
sizer,21.4757
sizer,19.9062
sizer,20.2488
sizer,18.0366
sizer,20.6950
sizer,18.1425
sizer,17.3664
sizer,17.8288
sizer,23.9066
sizer,22.6907
sizer,22.3526
sizer,20.3552
sizer,17.5804
sizer,20.6714
sizer,20.0401
sizer,22.7120
sizer,20.1767
sizer,25.2625
sizer,20.3012
sizer,17.2953
sizer,22.7018
sizer,15.0014
sizer,19.8069
sizer,18.8302
sizer,22.2604
sizer,19.6428
sizer,19.2378
sizer,20.4939
sizer,13.4784
sizer,20.7801
sizer,24.1729
sizer,19.3613
sizer,19.6131
sizer,16.4198
sizer,19.0239
sizer,23.8385
sizer,20.9613
sizer,20.4388
sizer,21.0156
sizer,20.3056
sizer,21.8594
sizer,18.5705
sizer,22.2820
sizer,19.9610
sizer,21.8790
sizer,17.9461
sizer,19.1280
sizer,20.8669
sizer,25.2596
sizer,16.4782
sizer,17.9016
sizer,22.1487
sizer,23.1975
sizer,15.5375
sizer,20.9866
sizer,17.0867
sizer,24.2809
sizer,24.1991
sizer,19.2476
sizer,23.1288
sizer,19.9070
sizer,17.8476
sizer,18.1034
sizer,17.6871
sizer,22.3943
sizer,19.3757
sizer,17.0028
sizer,19.1525
sizer,20.0537
sizer,19.8698
sizer,20.4138
sizer,22.8818
sizer,18.3355
sizer,14.0928
sizer,25.9052
sizer,20.7771
sizer,20.7068
sizer,19.2079
sizer,20.6965
sizer,20.0651
sizer,24.3809
sizer,18.3261
sizer,23.0589
sizer,24.6122
sizer,18.6452
sizer,18.7891
sizer,21.5829
sizer,23.5792
sizer,21.5572
sizer,20.6576
sizer,20.4780
sizer,19.4968
sizer,22.4642
sizer,18.8304
sizer,23.5438
sizer,16.3314
sizer,17.0307
sizer,21.7769
sizer,21.5452
sizer,21.9160
sizer,16.3233
sizer,19.7076
sizer,17.3655
sizer,19.6882
sizer,18.2832
sizer,19.7659
sizer,21.3935
sizer,19.3987
sizer,22.6064
sizer,19.0660
sizer,23.5899
sizer,17.5784
sizer,21.4562
sizer,17.2749
sizer,20.9730
sizer,18.8933
sizer,18.4878
sizer,19.7077
sizer,19.2516
sizer,12.6136
sizer,20.8303
sizer,18.8133
sizer,19.0621
sizer,22.3242
sizer,21.1343
sizer,21.3340
sizer,19.0910
sizer,19.2405
sizer,17.5847
sizer,19.8607
sizer,20.1718
sizer,16.5525
sizer,17.5275
sizer,20.0748
sizer,21.3507
sizer,21.0029
sizer,17.3740
sizer,21.2900
sizer,19.6153
sizer,17.5431
sizer,24.2818
sizer,18.4152
sizer,20.8836
sizer,19.2086
sizer,20.1563
sizer,18.3280
sizer,18.2356
sizer,19.4603
sizer,19.0685
sizer,15.7696
sizer,17.2032
sizer,22.5405
sizer,20.2256
sizer,18.6644
sizer,15.5831
sizer,18.1747
sizer,19.8865
sizer,18.0370
sizer,22.3149
sizer,21.9839
sizer,21.7080
sizer,24.6796
sizer,18.1930
sizer,17.9596
sizer,22.3740
sizer,18.3686
sizer,17.7727
sizer,17.7038
sizer,20.1585
sizer,19.0198
sizer,18.1830
sizer,15.9222
sizer,19.2702
sizer,16.9871
sizer,20.3703
sizer,20.0948
sizer,19.8772
sizer,19.4503
sizer,20.6726
sizer,18.4361
sizer,23.6617
sizer,18.3783
sizer,17.1020
sizer,16.6355
sizer,19.2601
sizer,18.7617
sizer,20.1978
sizer,15.5961
sizer,21.0391
sizer,20.8628
sizer,20.5162
sizer,17.6616
sizer,18.5559
sizer,21.5486
sizer,23.0954
sizer,23.7542
sizer,22.8101
sizer,20.5316
sizer,16.0506
sizer,18.8491
sizer,21.4366
sizer,18.8171
sizer,20.9987
sizer,20.5173
sizer,17.0895
sizer,21.4712
sizer,15.8850
sizer,19.7389
sizer,23.1320
sizer,21.0363
sizer,23.0023
sizer,19.6803
sizer,22.2745
sizer,22.1856
sizer,18.7375
sizer,19.5871
sizer,24.0142
sizer,23.5451
sizer,25.4230
sizer,18.3435
sizer,22.7442
sizer,24.0567
sizer,21.6754
sizer,22.5223
sizer,16.8756
sizer,21.4529
sizer,18.7761
sizer,21.4011
sizer,22.8207
sizer,19.0593
sizer,17.1954
sizer,19.9071
sizer,22.0574
sizer,22.4814
sizer,16.5695
sizer,19.8497
sizer,20.1980
sizer,16.8157
sizer,21.1868
sizer,19.2947
sizer,22.6405
sizer,19.4413
sizer,23.0965
sizer,19.4172
sizer,20.3342
sizer,18.7586
sizer,19.6860
sizer,18.6208
sizer,20.2422
sizer,22.9868
sizer,22.5733
sizer,19.7833
sizer,17.9000
sizer,19.2314
sizer,22.3771
sizer,17.4056
sizer,22.8722
sizer,20.8777
sizer,20.2016
sizer,21.8354
sizer,25.8633
sizer,19.9517
sizer,23.0100
sizer,20.2688
sizer,23.9087
sizer,18.5097
sizer,21.1300
sizer,20.7186
sizer,18.7999
sizer,23.0140
sizer,21.7215
sizer,21.6762
sizer,21.6810
sizer,18.4966
sizer,21.8749
sizer,17.6575
sizer,19.8109
sizer,18.4967
sizer,20.0361
sizer,23.4971
sizer,22.1378
sizer,21.0293
sizer,18.3032
sizer,19.1976
sizer,22.3235
sizer,17.8639
sizer,15.2957
sizer,21.5871
sizer,22.1731
sizer,14.8770
sizer,19.8852
sizer,23.1140
sizer,19.6139
sizer,20.1526
sizer,18.3188
sizer,19.3959
sizer,18.1790
sizer,22.0009
sizer,18.0483
sizer,17.3427
sizer,27.0146
sizer,22.2103
sizer,22.0631
sizer,23.8094
sizer,19.6749
sizer,21.4960
sizer,22.5976
sizer,22.6188
sizer,21.2747
sizer,24.8205
sizer,17.7070
sizer,17.5901
sizer,16.8649
sizer,23.2939
sizer,20.3288
sizer,21.2025
sizer,19.2959
sizer,16.4194
sizer,21.9331
sizer,18.8160
sizer,19.6012
sizer,17.4146
sizer,17.7053
sizer,18.8155
sizer,20.2136
sizer,18.9277
sizer,18.3548
sizer,22.2392
sizer,15.5452
sizer,18.5981
sizer,19.4311
sizer,20.1191
sizer,15.0256
sizer,14.4882
sizer,22.4942
sizer,24.4822
sizer,24.3800
sizer,23.7471
sizer,20.9775
sizer,20.2948
sizer,19.0100
sizer,21.6905
sizer,18.2643
sizer,23.6717
sizer,21.7615
sizer,20.0016
sizer,16.8060
sizer,20.6967
sizer,19.1277
sizer,22.3152
sizer,16.6542
sizer,20.1966
sizer,17.3953
sizer,18.1391
sizer,18.9087
sizer,18.4095
sizer,21.9340
sizer,19.4704
sizer,19.5482
sizer,22.1941
sizer,19.1217
sizer,21.9825
sizer,16.4978
sizer,19.0399
sizer,20.4363
sizer,11.0294
sizer,21.0688
sizer,24.4641
sizer,16.0316
sizer,24.0814
sizer,18.8890
sizer,17.7889
sizer,20.0994
sizer,20.4051
sizer,22.4065
sizer,21.8978
sizer,21.5450
sizer,19.7691
sizer,17.1190
sizer,25.8840
sizer,19.5304
sizer,18.8243
sizer,18.8921
sizer,20.0890
sizer,22.6417
sizer,22.7482
sizer,20.6846
sizer,22.0279
sizer,18.3149
sizer,21.4383
sizer,19.5034
sizer,17.9379
sizer,19.9068
sizer,20.0360
sizer,20.6434
sizer,20.3310
sizer,21.9540
sizer,20.7487
sizer,20.0362
sizer,24.0491
sizer,22.0348
sizer,23.8432
sizer,17.5973
sizer,18.6667
sizer,24.4172
sizer,18.9688
sizer,22.3221
sizer,18.1384
sizer,24.5588
sizer,22.3287
sizer,23.4447
sizer,18.2682
sizer,17.8095
sizer,15.8419
sizer,21.8296
sizer,21.1556
sizer,17.0942
sizer,19.8069
sizer,19.8762
sizer,15.5398
sizer,21.0310
sizer,20.5228
sizer,19.1662
sizer,25.3947
sizer,20.3906
sizer,18.7754
sizer,24.0605
sizer,19.0992
sizer,17.7442
sizer,15.1120
sizer,20.6145
sizer,17.3870
sizer,21.9316
sizer,23.7586
sizer,23.6308
sizer,24.0981
sizer,18.0359
sizer,21.1220
sizer,24.0107
sizer,20.3811
sizer,21.5921
sizer,21.0914
sizer,23.0584
sizer,17.9299
sizer,23.8126
sizer,19.7749
sizer,17.3971
sizer,21.3022
sizer,16.5958
sizer,19.7220
sizer,19.8638
sizer,16.7212
sizer,20.8081
sizer,19.7267
sizer,19.2743
sizer,17.6612
sizer,20.4909
sizer,22.6369
sizer,21.5172
sizer,19.8345
sizer,16.4331
sizer,16.9086
sizer,18.4304
sizer,16.6435
sizer,18.5236
sizer,21.2834
sizer,21.2956
sizer,17.8191
sizer,18.3171
sizer,20.6759
sizer,20.6651
sizer,21.4641
sizer,18.6688
sizer,14.6688
sizer,19.4214
sizer,22.3334
sizer,21.7342
sizer,19.3829
sizer,20.0888
sizer,17.7527
sizer,19.6536
sizer,20.0916
sizer,17.0656
sizer,18.7813
sizer,12.2597
sizer,22.7774
sizer,19.6752
sizer,18.6528
sizer,17.9945
sizer,16.6888
sizer,18.9345
sizer,20.7905
sizer,17.8560
sizer,19.9771
sizer,17.0899
sizer,23.2364
sizer,21.1434
sizer,23.2123
sizer,19.9370
sizer,17.8886
sizer,16.9252
sizer,20.4006
sizer,19.1019
sizer,17.0860
sizer,21.2595
sizer,25.8365
sizer,21.7279
sizer,18.7503
sizer,14.9007
sizer,18.4623
sizer,18.6088
sizer,18.6552
sizer,23.4333
sizer,17.0982
sizer,16.7012
sizer,21.9281
sizer,21.8829
sizer,19.6542
sizer,19.7858
sizer,20.1629
sizer,27.1313
sizer,17.2770
sizer,21.0186
sizer,18.5670
sizer,20.1351
sizer,20.7737
sizer,21.1158
sizer,21.9836
sizer,16.1858
sizer,19.3008
sizer,23.7915
sizer,20.6868
sizer,21.6061
sizer,20.2644
sizer,19.4144
sizer,22.9670
sizer,21.6019
sizer,19.9839
sizer,20.4946
sizer,18.5852
sizer,21.2803
sizer,20.3669
sizer,13.9327
sizer,21.3436
sizer,20.4099
sizer,20.0487
sizer,25.0795
sizer,24.9736
sizer,17.9371
sizer,21.0378
sizer,19.3014
sizer,22.0252
sizer,15.3028
sizer,16.6689
sizer,19.5592
sizer,21.5546
sizer,23.4565
sizer,18.7029
sizer,19.1529
sizer,18.8333
sizer,21.2341
sizer,20.1306
sizer,21.5797
sizer,24.4346
sizer,21.2082
sizer,23.6520
sizer,19.2920
sizer,16.0674
sizer,19.3843
sizer,21.1483
sizer,15.3572
sizer,20.6807
sizer,21.2362
sizer,20.6675
sizer,20.1246
sizer,19.5230
sizer,17.6129
sizer,20.5684
sizer,19.7888
sizer,17.0821
sizer,21.5989
sizer,23.2154
sizer,17.6153
sizer,18.9314
sizer,21.3248
sizer,22.3379
sizer,22.2779
sizer,20.6226
sizer,20.3508
sizer,22.6011
sizer,18.1173
sizer,21.0422
sizer,24.1588
sizer,21.6805
sizer,20.2487
sizer,23.8710
sizer,18.9506
sizer,16.8941
sizer,19.3926
sizer,21.9919
sizer,20.7814
sizer,20.5727
sizer,20.7771
sizer,14.9297
sizer,20.7830
sizer,20.9326
sizer,21.7729
sizer,19.4452
sizer,21.7245
sizer,15.5173
sizer,18.6625
sizer,22.0618
sizer,24.9997
sizer,22.0991
sizer,19.9407
sizer,23.1632
sizer,21.8522
sizer,22.5685
sizer,14.9910
sizer,17.9661
sizer,19.6385
sizer,19.5203
sizer,16.9877
sizer,20.1942
sizer,22.8089
sizer,20.2880
sizer,18.7305
sizer,20.4569
sizer,18.2607
sizer,18.6016
sizer,18.5353
sizer,18.8132
sizer,14.9183
sizer,21.7996
sizer,21.8132
sizer,22.3189
sizer,23.2324
sizer,24.8097
sizer,18.1137
sizer,17.0842
sizer,25.7021
sizer,22.3115
sizer,22.5515
sizer,23.9407
sizer,21.3753
sizer,23.7500
sizer,17.8032
sizer,17.2993
sizer,18.7426
sizer,21.6563
sizer,22.4549
sizer,19.2828
sizer,17.1499
sizer,17.4866
sizer,20.2863
sizer,17.6431
sizer,19.1580
sizer,18.8171
sizer,17.2995
sizer,19.9033
sizer,21.4774
sizer,16.2783
sizer,21.1296
sizer,20.2746
sizer,18.9413
sizer,21.1658
sizer,20.3960
sizer,23.1412
sizer,23.3330
sizer,17.8161
sizer,24.1083
sizer,17.8583
sizer,17.2776
sizer,23.8998
sizer,15.5089
sizer,23.3953
sizer,22.2362
sizer,20.7888
sizer,18.2686
sizer,25.7403
sizer,18.8797
sizer,21.1001
sizer,21.1887
sizer,21.6932
sizer,21.2315
sizer,23.8681
sizer,18.1760
sizer,18.7384
sizer,22.8573
sizer,20.2128
sizer,22.0535
sizer,20.8309
sizer,18.8261
sizer,15.5353
sizer,18.9635
sizer,20.4231
sizer,20.6549
sizer,20.4258
sizer,21.2703
sizer,19.6035
sizer,21.4777
sizer,18.4396
sizer,23.5627
sizer,25.2517
sizer,15.7771
sizer,21.1856
sizer,20.8180
sizer,22.3764
sizer,18.0960
sizer,21.5263
sizer,20.6798
sizer,19.1613
sizer,19.2054
sizer,19.4615
sizer,18.7148
sizer,17.3351
sizer,22.5202
sizer,20.9296
sizer,20.1154
sizer,24.7546
sizer,23.1106
sizer,20.6406
sizer,18.2123
sizer,22.0890
sizer,17.5163
sizer,19.8403
sizer,19.4361
sizer,17.3876
sizer,20.7328
sizer,22.1900
sizer,20.3994
sizer,17.6328
sizer,18.8679
sizer,24.2836
sizer,21.6633
sizer,21.4098
sizer,21.3135
sizer,20.7662
sizer,17.2405
sizer,21.7721
sizer,18.3440
sizer,20.3069
sizer,15.8385
sizer,21.7736
sizer,18.7578
sizer,20.5740
sizer,19.6156
sizer,22.7450
sizer,20.9552
sizer,21.1540
sizer,14.7950
sizer,21.8724
sizer,19.9477
sizer,21.5229
sizer,21.5966
sizer,23.4744
sizer,16.6057
sizer,18.4426
sizer,16.1168
sizer,21.6368
sizer,19.3822
sizer,20.2222
sizer,20.8681
sizer,19.0825
sizer,21.4022
sizer,16.3008
sizer,20.8175
sizer,19.4825
sizer,17.0555
sizer,18.2359
sizer,19.0832
sizer,16.3539
sizer,16.2700
sizer,21.8371
sizer,18.3555
sizer,19.3401
sizer,23.6062
sizer,22.5282
sizer,23.2873
sizer,24.2118
sizer,19.6629
sizer,20.4891
sizer,18.3809
sizer,20.6647
sizer,19.6953
sizer,20.1965
sizer,22.3820
sizer,21.2949
sizer,22.9451
sizer,22.7949
sizer,19.3417
sizer,21.8254
sizer,18.2650
sizer,19.9745
sizer,18.1455
sizer,21.7406
sizer,17.4908
sizer,19.2855
sizer,21.5653
sizer,21.9803
sizer,15.5200
sizer,20.5415
sizer,18.9973
sizer,17.1861
sizer,18.9108
sizer,23.1183
sizer,24.9538
sizer,20.3222
sizer,21.7925
sizer,19.9855
sizer,24.2986
sizer,16.0555
sizer,23.8381
sizer,21.2263
sizer,16.7071
sizer,22.7310
sizer,22.4615
sizer,22.4635
sizer,18.0752
sizer,22.8670
sizer,17.4923
sizer,20.6457
sizer,21.6741
sizer,21.8965
sizer,22.7498
sizer,18.5139
sizer,20.4831
sizer,17.6263
sizer,19.3346
sizer,19.8122
sizer,20.6072
sizer,18.2752
sizer,17.3606
sizer,22.9089
sizer,17.8034
sizer,21.1316
sizer,20.8389
sizer,22.4300
sizer,21.5108
sizer,17.8015
sizer,19.3638
sizer,20.3168
sizer,24.0867
sizer,20.3820
sizer,19.2247
sizer,19.6476
sizer,17.4776
sizer,19.5769
sizer,15.7480
sizer,18.8922
sizer,19.6333
sizer,17.5447
sizer,20.0626
sizer,21.2415
sizer,16.3525
sizer,17.9622
sizer,18.7964
sizer,23.2178
sizer,19.3604
sizer,21.6447
sizer,19.5490
sizer,19.9781
sizer,16.6053
sizer,20.2277
sizer,18.1245
sizer,18.7586
sizer,19.9931
sizer,19.0814
sizer,21.5259
sizer,18.4985
sizer,22.8397
sizer,20.9614
sizer,18.3431
sizer,20.9200
sizer,19.1342
sizer,19.6647
sizer,17.2938
sizer,19.1482
sizer,23.0136
sizer,19.5287
sizer,18.4676
sizer,21.5845
sizer,20.5591
sizer,23.3617
sizer,22.6864
sizer,21.7521
sizer,19.4489
sizer,17.8225
sizer,23.2859
sizer,21.0403
sizer,20.7544
sizer,20.2612
sizer,23.8028
sizer,16.5747
sizer,16.0175
sizer,20.2442
sizer,19.3485
sizer,19.4703
sizer,17.7317
sizer,18.1744
sizer,22.7876
sizer,16.2497
sizer,17.4439
sizer,21.0960
sizer,18.1022
sizer,17.3022
sizer,25.3176
sizer,20.2878
sizer,22.1727
sizer,22.3044
sizer,14.5241
sizer,20.9625
sizer,17.2543
sizer,17.7415
sizer,19.7406
sizer,18.0253
sizer,18.4667
sizer,21.5885
sizer,21.9904
sizer,26.7588
sizer,17.5621
sizer,24.7293
sizer,17.5452
sizer,23.3985
sizer,15.8173
sizer,19.3916
sizer,21.2079
sizer,17.9821
sizer,21.8847
sizer,22.3586
sizer,16.3238
sizer,19.7422
sizer,17.6807
sizer,15.4206
sizer,19.9753
sizer,14.3373
sizer,25.2587
sizer,20.6622
sizer,18.8198
sizer,18.4286
sizer,19.1264
sizer,19.1775
sizer,22.8930
sizer,18.4968
sizer,18.4930
sizer,19.5287
sizer,25.0422
sizer,22.8526
sizer,20.3817
sizer,22.5476
sizer,21.7242
sizer,17.8402
sizer,18.2250
sizer,25.5316
sizer,23.1225
sizer,19.0522
sizer,17.8866
sizer,20.1943
sizer,23.8593
sizer,17.5789
sizer,23.1761
sizer,20.0452
sizer,18.5493
sizer,18.8048
sizer,21.7121
sizer,19.8805
sizer,22.0358
sizer,19.3990
sizer,17.1812
sizer,18.5298
sizer,18.1009
sizer,19.1811
sizer,22.0410
sizer,19.3262
sizer,21.2098
sizer,22.8793
sizer,18.6332
sizer,19.4006
sizer,16.2086
sizer,19.7238
sizer,21.3910
sizer,18.7154
sizer,19.7952
sizer,18.1896
sizer,20.8498
sizer,16.9677
sizer,18.6816
sizer,23.5213
sizer,20.5392
sizer,15.4556
sizer,19.0632
sizer,20.5035
sizer,23.3150
sizer,22.4664
sizer,15.8437
sizer,20.5144
sizer,19.6887
sizer,22.0056
sizer,18.7981
sizer,22.3506
sizer,20.2905
sizer,23.7470
sizer,21.1919
sizer,22.7671
sizer,19.4058
sizer,23.3442
sizer,17.9928
sizer,20.6033
sizer,20.6853
sizer,23.7042
sizer,20.0854
sizer,20.6694
sizer,21.1897
sizer,17.3578
sizer,20.6722
sizer,19.4172
sizer,20.5594
sizer,20.2380
sizer,20.7215
sizer,21.4682
sizer,14.7144
sizer,20.6365
sizer,22.1063
sizer,21.3022
sizer,22.5354
sizer,20.4069
sizer,17.8974
sizer,20.3199
sizer,17.0079
sizer,18.0804
sizer,18.3513
sizer,17.5673
sizer,21.3916
sizer,18.2519
sizer,19.7431
sizer,18.2419
sizer,14.2130
sizer,18.8806
sizer,17.3679
sizer,21.5027
sizer,18.0906
sizer,22.1032
sizer,19.1950
sizer,19.6164
sizer,18.6139
sizer,19.4353
sizer,21.1489
sizer,22.3620
sizer,20.6409
sizer,21.4445
sizer,14.7543
sizer,25.7147
sizer,18.5722
sizer,20.8330
sizer,19.1493
sizer,25.9869
sizer,24.7005
sizer,26.0964
sizer,15.5340
sizer,20.6405
sizer,19.2412
sizer,20.6845
sizer,17.3940
sizer,25.9621
sizer,22.1100
sizer,18.1140
sizer,17.7821
sizer,20.4006
sizer,21.1056
sizer,19.7214
sizer,21.0395
sizer,22.3551
sizer,18.6990
sizer,21.9560
sizer,23.2126
sizer,19.8884
sizer,21.9872
sizer,19.3226
sizer,19.5551
sizer,21.6364
sizer,21.7006
sizer,11.1802
sizer,16.8871
sizer,20.8486
sizer,20.2604
sizer,21.5717
sizer,19.9154
sizer,18.1136
sizer,18.5703
sizer,17.0018
sizer,20.0863
sizer,26.0042
sizer,22.6846
sizer,21.2789
sizer,19.2516
sizer,24.5681
sizer,22.6424
sizer,21.1311
sizer,20.9495
sizer,15.9992
sizer,16.4212
sizer,23.1961
sizer,26.9021
sizer,16.4898
sizer,20.4638
sizer,19.7838
sizer,23.3326
sizer,16.9865
sizer,19.4783
sizer,22.3013
sizer,16.7057
sizer,19.1110
sizer,19.3535
sizer,24.6430
sizer,20.7808
sizer,18.1948
sizer,20.9463
sizer,20.5567
sizer,20.4639
sizer,20.0598
sizer,20.7514
sizer,16.7954
sizer,24.3255
sizer,17.0688
sizer,20.2932
sizer,18.1190
sizer,21.1098
sizer,16.6273
sizer,16.3081
sizer,16.0876
sizer,22.6990
sizer,17.7510
sizer,16.6773
sizer,23.7487
sizer,16.6678
sizer,18.0288
sizer,17.0215
sizer,20.4103
sizer,18.3003
sizer,19.9979
sizer,22.0535
sizer,21.1105
sizer,21.1319
sizer,20.8706
sizer,21.3853
sizer,18.6330
sizer,22.9196
sizer,22.2404
sizer,16.9979
sizer,24.1283
sizer,19.5006
sizer,24.5506
sizer,19.5473
sizer,24.6145
sizer,24.8379
sizer,19.7155
sizer,23.1028
sizer,19.0722
sizer,17.2643
sizer,16.4445
sizer,18.8390
sizer,20.0202
sizer,20.2290
sizer,20.3447
sizer,22.0390
sizer,19.8717
sizer,22.3419
sizer,19.3452
sizer,22.0121
sizer,22.7964
sizer,15.6030
sizer,19.9411
sizer,19.4468
sizer,20.5293
sizer,22.5937
sizer,14.2237
sizer,19.4539
sizer,18.3049
sizer,18.5443
sizer,20.5172
sizer,18.5920
sizer,23.9475
sizer,21.2047
sizer,22.3265
sizer,21.0968
sizer,19.3042
sizer,20.5124
sizer,18.4110
sizer,18.4255
sizer,17.9654
sizer,20.1891
sizer,19.2332
sizer,16.9305
sizer,20.5211
sizer,16.5196
sizer,19.5474
sizer,18.0849
sizer,20.4519
sizer,26.0135
sizer,19.3956
sizer,18.6295
sizer,19.3170
sizer,18.0050
sizer,22.6067
sizer,18.1709
sizer,15.5455
sizer,22.1116
sizer,21.0407
sizer,17.9823
sizer,18.6701
sizer,16.9696
sizer,19.3881
sizer,19.2667
sizer,16.3653
sizer,21.7490
sizer,20.4915
sizer,17.5454
sizer,19.5163
sizer,17.3555
sizer,22.5917
sizer,18.3712
sizer,20.3566
sizer,20.2284
adder,19.8863
adder,19.8179
adder,23.4633
adder,16.1255
adder,17.9768
adder,15.9353
adder,18.3107
adder,12.4084
adder,18.4184
adder,20.0173
adder,24.3145
adder,23.7987
adder,23.4907
adder,19.9342
adder,18.1752
adder,13.7464
adder,14.1436
adder,15.7613
adder,16.6272
adder,18.0622
adder,20.6776
adder,22.7916
adder,23.4660
adder,20.4230
adder,18.2721
adder,16.7521
adder,16.1326
adder,17.4120
adder,19.8626
adder,21.6561
adder,25.1357
adder,23.0012
adder,21.3393
adder,21.5658
adder,20.7234
adder,20.0228
adder,22.6173
adder,20.2078
adder,18.9768
adder,21.2238
adder,17.8051
adder,17.0243
adder,17.7875
adder,17.2509
adder,18.1785
adder,19.5060
adder,21.3698
adder,24.5356
adder,24.0693
adder,21.6667
adder,20.6153
adder,18.9320
adder,22.6201
adder,21.3571
adder,24.7147
adder,19.8334
adder,19.6654
adder,21.7183
adder,18.7112
adder,24.0055
adder,19.3920
adder,18.8800
adder,21.0281
adder,25.9908
adder,23.7923
adder,26.3664
adder,21.8665
adder,18.7370
adder,21.6471
adder,18.5777
adder,16.3894
adder,20.7315
adder,17.7605
adder,17.6111
adder,17.5933
adder,17.4358
adder,15.6218
adder,21.1278
adder,20.1173
adder,21.5695
adder,17.4938
adder,20.6660
adder,18.1133
adder,18.7038
adder,14.7667
adder,16.7619
adder,15.9121
adder,16.7341
adder,17.7723
adder,20.4672
adder,16.9700
adder,17.6765
adder,18.5166
adder,18.4680
adder,18.1047
adder,15.2004
adder,19.4706
adder,19.5571
adder,20.0938
adder,17.0793
adder,17.9140
adder,17.3689
adder,16.5125
adder,16.8577
adder,17.2263
adder,16.5301
adder,22.0736
adder,23.1569
adder,19.6007
adder,19.2687
adder,20.1446
adder,19.0500
adder,24.4810
adder,19.6218
adder,21.9191
adder,22.5831
adder,20.4770
adder,17.3841
adder,19.3865
adder,24.4041
adder,22.4255
adder,19.9716
adder,20.7486
adder,21.2344
adder,22.3170
adder,18.0792
adder,19.7830
adder,19.9637
adder,18.7994
adder,17.5184
adder,23.2849
adder,18.5343
adder,17.2625
adder,16.1218
adder,21.4255
adder,17.4546
adder,20.7419
adder,19.2412
adder,21.1046
adder,21.2662
adder,20.5024
adder,18.0605
adder,19.9489
adder,22.2463
adder,18.8394
adder,17.3868
adder,20.0739
adder,19.3536
adder,18.5016
adder,20.0233
adder,16.8017
adder,16.3911
adder,17.0370
adder,18.5368
adder,14.6045
adder,20.7006
adder,18.2290
adder,18.4091
adder,21.9323
adder,18.2699
adder,16.1351
adder,16.9567
adder,21.3360
adder,17.4520
adder,17.6088
adder,19.5724
adder,20.7759
adder,24.8093
adder,20.9133
adder,19.6128
adder,22.8844
adder,23.3438
adder,22.4146
adder,22.7051
adder,20.0030
adder,17.0509
adder,14.9248
adder,15.8614
adder,19.9036
adder,19.2464
adder,18.1092
adder,19.0840
adder,21.4971
adder,21.8106
adder,17.4226
adder,19.7373
adder,22.2891
adder,16.6735
adder,17.6409
adder,17.9099
adder,19.0930
adder,21.6803
adder,24.4932
adder,19.3216
adder,20.9530
adder,24.4817
adder,24.6018
adder,17.5386
adder,21.5275
adder,21.2796
adder,23.0182
adder,20.2570
adder,22.3690
adder,18.4875
adder,21.5569
