Vmother_div,Vdaughter,Ddaughter
103.2065,50.6783,11.4901
95.8658,46.1141,9.0866
100.5305,49.2444,10.5168
97.8832,47.4954,10.8924
91.7684,43.6487,6.847
92.387,43.3037,6.2383
88.857,42.5183,8.2519
92.9282,45.2524,10.6654
109.4968,53.3207,11.2944
88.8697,39.8518,4.7583
56.0225,17.9272,0.2792
86.8588,39.4764,5.0901
85.005,40.156,6.9321
95.6234,46.8407,11.6335
79.8227,32.2207,2.4636
92.7767,43.1,7.1144
79.0459,30.8931,1.8197
93.8232,45.3407,9.7706
91.1061,43.0382,8.0629
94.1702,46.5732,14.4958
84.5289,40.4472,8.7771
88.861,39.8478,6.1335
100.0967,49.1513,10.8165
91.313,42.42,6.7149
91.6461,44.628,11.2707
69.4895,23.7064,0.629
82.296,32.1633,2.022
71.0383,27.7635,2.5285
100.6129,49.4048,11.3595
81.418,32.8646,2.3534
92.1079,44.6931,9.6226
70.9701,24.2115,0.5726
86.9063,38.3745,4.9951
88.5139,41.1196,6.8034
61.6181,19.7178,0.3463
99.8253,48.7639,12.0942
105.9679,50.4025,7.484
87.5735,40.6828,7.0216
96.9285,46.103,8.0717
103.4638,50.2032,10.0618
61.0686,20.8336,0.8214
73.1476,28.5879,2.1057
100.9344,49.7627,12.0128
101.0675,50.049,14.8871
81.796,37.1754,5.3488
103.3981,49.9679,10.2068
103.2885,50.8274,12.0128
111.9461,55.3646,12.5484
89.3457,42.4963,8.0836
102.9395,49.7463,8.8078
104.4424,51.4923,14.167
82.2466,33.1991,2.3325
67.8421,23.1444,0.2638
86.0386,37.322,4.3224
89.4037,41.1111,6.131
99.2194,48.825,13.4128
96.572,44.8631,6.5523
96.9903,47.7281,12.5488
93.7883,45.3239,10.1055
86.0424,39.1053,4.5166
92.0647,42.3347,6.4449
89.6178,43.7777,11.1576
96.8061,46.9727,10.0517
100.1432,49.4548,13.4005
43.5194,13.9262,0.4344
87.1728,40.0852,5.8739
107.517,52.9082,12.4646
52.6574,16.8504,0.2571
103.4055,50.9811,13.8895
70.0643,28.2817,3.1822
96.156,46.8242,10.3929
70.2419,27.4522,2.1307
109.5624,54.2556,13.7621
57.7566,18.4821,0.4433
102.1264,50.5081,13.9111
77.2498,32.8285,3.039
86.5284,39.7889,5.6909
96.1285,44.6571,7.0089
107.3944,52.2968,11.6989
80.2514,34.8116,4.3227
95.4253,46.3027,9.8082
94.3727,41.6714,4.6777
74.1225,27.8914,1.2181
98.421,46.8129,7.9357
83.5453,36.2404,3.8192
118.4139,58.2705,13.6275
85.6914,40.7582,8.1671
96.2364,46.507,9.6097
95.6438,44.4319,5.828
59.4353,19.0193,0.2509
101.1,49.8444,14.7746
95.7199,44.0155,6.5578
73.2927,26.3719,0.8895
99.121,48.6722,12.0275
66.4045,21.2494,0.196
93.5725,45.5661,11.661
98.7755,46.6612,7.7846
91.7542,43.3443,6.5128
84.3322,37.2379,4.0647
95.0319,44.1476,5.9031
93.9966,45.7727,9.9854
93.1444,45.0127,11.0795
94.9452,41.9242,5.0771
97.7852,47.2554,9.4216
100.8878,46.868,5.5394
66.9743,22.8483,0.6147
91.6789,44.3045,9.397
72.6421,23.2455,0.1719
75.4433,31.307,3.1013
82.9297,37.6906,5.5592
87.3885,42.0363,8.6072
85.0838,38.1541,4.5538
99.9196,49.0644,13.1367
87.521,41.3446,8.3353
90.1801,42.8932,7.5601
97.1977,47.8301,12.4071
71.7802,24.4879,1.0359
96.4435,44.8034,7.2773
80.9936,31.6543,1.8619
111.5063,54.1056,10.8805
95.6848,47.3834,14.2013
99.8116,49.427,14.1688
97.6152,47.6843,10.6319
94.6387,46.3583,13.243
103.6093,50.8761,11.7359
93.451,41.9062,4.5397
104.2821,51.2065,11.0455
90.8433,42.5801,6.5974
109.8556,53.4954,10.968
83.1694,39.5587,6.5196
74.3715,30.0203,2.1793
69.8002,26.265,1.062
99.2906,48.9523,13.7677
87.8213,40.3834,6.8604
98.2298,47.8341,11.8028
93.7781,45.5034,10.705
72.0129,28.1444,2.0306
89.9105,40.3185,5.3503
101.355,50.0532,13.0723
102.1083,50.1391,12.5796
64.4942,22.0022,0.9742
102.0294,50.4601,12.1751
63.8094,20.419,0.3651
78.1072,31.5282,2.6396
93.5687,43.4679,5.9297
95.6639,44.8396,7.1339
97.5,48.2823,15.4042
93.0472,44.5233,8.8411
73.7984,31.3617,3.3603
79.2159,34.3624,3.8299
83.0786,34.4755,1.8851
82.6603,38.7446,6.3645
105.5821,51.4144,10.5277
66.1324,22.5611,0.6509
95.7707,44.8897,7.3601
92.1079,44.853,9.9333
84.3501,38.3362,5.4777
100.9042,49.4274,9.2217
88.2575,41.9788,8.8221
99.9462,49.0774,14.3992
72.6398,27.3335,1.2173
82.0572,36.2334,4.2318
102.0813,49.866,12.4682
100.67,49.4328,14.1573
72.8101,29.39,2.4099
99.3106,49.1155,13.5711
96.7441,47.908,13.8008
94.0834,46.5904,14.0098
62.6965,21.3889,0.9284
90.0214,39.7501,4.6743
86.2527,40.7454,7.3899
82.2946,35.6979,3.7512
95.9363,46.9939,9.0009
58.9377,18.8601,0.2665
89.0915,42.0865,7.1234
96.0506,47.5646,14.7424
98.5035,48.2515,13.1661
97.8184,48.44,15.9853
112.3264,55.4714,15.021
52.0982,16.6714,0.4753
85.8933,40.26,6.4619
71.1389,26.7687,1.2575
91.2336,41.9526,5.0525
72.9696,28.5183,2.4821
86.2262,38.0743,3.711
81.9768,37.2575,5.7955
85.7294,40.7763,7.6243
83.2063,37.3121,3.9091
85.7409,37.86,5.2514
94.701,45.9513,10.805
81.2212,33.7047,3.0941
98.9371,48.994,16.2742
79.0171,34.2762,4.1155
81.3318,36.9644,6.5198
81.084,33.6478,2.399
83.6662,35.5552,2.8815
83.3739,36.8148,4.3929
72.1694,29.9484,2.4663
92.3924,45.258,11.5321
82.7915,35.9135,4.3171
70.8533,27.6912,1.9829
72.7508,30.1897,2.9809
78.9654,34.2538,4.4382
95.0424,46.1169,9.0259
88.1798,43.0752,11.7969
66.7916,25.1329,1.8496
91.9587,39.89,3.7513
87.7123,41.7194,7.2112
63.5833,22.8783,0.8112
90.2246,42.6217,8.4557
95.1161,46.8058,12.9522
97.4805,47.8667,12.0823
97.2914,48.1169,16.2767
85.131,38.6911,5.5048
89.3304,41.0774,5.6933
89.745,42.0653,5.9501
97.5257,47.6406,11.5234
86.3069,39.6871,4.3294
100.7696,48.6977,11.1746
102.0271,50.3852,13.9041
93.8595,44.9119,8.8014
91.7904,43.0241,7.9302
82.0154,37.7137,6.0982
97.1352,47.9693,13.4354
93.6074,46.1504,13.0399
81.8615,34.7883,3.9112
90.1982,42.9019,7.7842
91.0895,40.2217,4.2411
87.7699,40.3598,5.6979
70.8539,26.6615,1.18
100.1729,48.9337,11.6539
76.8325,31.0137,2.1757
96.3824,45.1764,7.709
67.5526,23.0456,0.5948
105.2192,52.1049,14.9868
82.9572,34.4251,3.0266
92.3903,42.9205,6.6852
85.5511,39.3395,5.8123
102.3357,50.4536,11.8451
99.1312,48.4249,11.296
102.0377,49.3104,10.2832
65.0992,22.2086,0.4527
91.362,43.1591,7.7241
67.0737,24.1342,1.1197
73.5499,29.6886,2.191
70.2103,23.9523,1.0209
83.9154,40.7178,9.8576
103.9837,51.1695,11.9966
106.2881,52.4894,13.0549
89.1122,42.8655,8.9516
61.8912,19.8052,0.3505
80.6731,29.0275,1.2832
86.7686,40.3089,6.0872
93.2706,45.9843,13.6792
93.5588,43.0218,6.5247
100.9939,49.948,15.0817
89.6451,40.7427,6.1178
61.6939,19.7421,0.243
102.7727,47.2586,6.223
87.7698,39.8904,5.838
94.2513,46.3803,11.8196
94.429,44.2608,6.8867
93.1438,45.3574,10.5565
91.8325,44.174,9.797
85.6751,38.4192,5.1169
83.0991,35.3142,4.1399
93.6655,45.0558,7.8867
92.6847,42.1242,4.8581
85.9477,36.5247,3.3017
84.2629,37.2073,5.1771
88.4265,41.4473,7.9092
99.968,49.5045,16.6433
97.6212,48.3423,15.743
94.6154,44.696,7.4538
81.39,35.3055,3.0168
59.9604,22.5624,1.1571
79.9775,33.1886,3.2251
95.1915,46.7427,12.9588
94.1299,44.4666,7.2636
98.2768,48.2577,12.1366
82.784,36.5543,4.8439
88.8995,42.7632,8.4942
92.5753,42.0744,5.3676
80.7328,33.502,2.4097
85.7813,37.2104,4.3815
94.1111,46.0999,12.46
82.3495,32.1842,2.046
73.9438,29.8476,2.1108
69.5124,23.7142,0.632
87.2825,40.9111,5.9841
96.1818,46.2662,10.382
100.2558,48.4494,10.1881
99.7158,49.1619,14.4395
89.9732,40.8918,5.3814
80.4761,35.5352,3.9015
74.3007,27.9585,1.3983
109.0908,54.0221,14.4736
91.7781,45.3902,14.1639
99.9846,49.3765,14.8521
81.3303,29.2639,0.8483
97.8788,47.6632,10.8547
91.2047,43.6416,8.0874
94.2677,44.5317,7.6077
92.7299,43.8053,7.4274
92.6673,45.7629,15.0999
74.3308,30.0039,2.5462
100.6125,48.8197,9.7056
107.5166,53.2425,14.8508
101.4236,50.0871,13.1079
92.1079,41.862,5.5928
91.2984,45.2113,15.135
94.8532,45.627,8.9374
65.5991,23.6036,1.0277
97.2493,45.1777,5.9623
97.2493,45.9402,7.008
78.9834,35.4185,4.9622
85.9067,39.0437,4.9159
81.2789,32.8085,2.5708
85.3001,37.0016,3.4038
87.3157,39.1549,4.7355
90.5266,42.0547,6.5414
94.6558,46.6673,13.287
75.292,30.3918,2.5232
66.3486,22.6349,0.8127
97.82,47.9167,10.4192
100.2741,49.656,13.943
77.6087,31.327,2.016
98.4156,47.7537,10.1826
79.9219,36.751,6.683
77.5019,32.1613,2.2381
107.5256,53.247,15.2611
99.8954,48.4717,9.5048
91.3676,44.3338,10.3924
98.2136,48.33,13.3645
99.886,49.2458,13.5649
89.1906,42.6779,7.7919
98.3355,47.7148,10.6652
86.9624,39.9885,6.8934
99.4852,46.9964,7.0536
69.9394,29.7218,3.1442
99.8049,49.36,14.5277
106.6753,52.2544,12.4356
82.0794,34.0608,2.2738
69.0004,26.967,1.5516
111.4199,53.8445,10.6979
99.7591,47.7349,8.9401
99.1405,48.6818,13.1129
72.27,23.1264,0.5748
69.9102,26.3064,1.4167
102.678,50.7809,14.5842
64.185,23.0948,0.7541
78.5572,32.5992,3.1227
67.1031,25.2501,1.4231
88.2806,40.5947,6.8949
79.2939,28.5312,0.9571
98.0625,48.2557,12.584
64.9406,23.3666,1.2428
100.4962,49.0917,11.535
83.2602,36.7646,4.6636
96.7242,45.6921,6.9265
100.5281,48.1029,9.616
106.8189,52.7515,13.92
85.8761,37.2515,3.2957
97.8718,48.4664,13.7276
78.8792,33.5209,3.4437
95.8709,47.0763,14.0032
79.6123,34.5344,4.5314
95.4319,47.0499,12.0358
72.6409,27.3339,1.6112
61.3348,20.9244,0.7772
82.5378,37.9539,5.6584
100.5445,48.7867,10.7351
101.3667,49.8817,11.9383
84.0496,35.7181,2.5477
78.0717,30.5123,2.379
82.9549,38.5372,6.7293
89.2907,41.4805,7.9263
80.1113,35.3741,4.8429
80.8801,36.269,4.7943
95.4122,47.1875,14.7536
99.9778,48.5117,10.6537
102.1982,49.5891,10.6686
93.8283,46.1721,12.6817
82.3254,35.7113,3.9958
54.6977,17.5033,0.3752
91.2971,44.7214,12.3883
103.5405,51.2075,14.6585
99.8237,44.7639,4.3293
108.448,52.4083,9.2586
100.096,49.5679,15.6449
94.1609,45.9969,11.601
98.673,47.8786,11.0578
82.0059,34.0303,2.526
78.2816,30.5944,1.8345
74.4755,32.3061,4.3734
96.7127,47.5915,12.0285
91.4616,45.1675,12.6389
97.5754,47.7968,12.8531
95.2992,45.8416,8.5122
65.846,23.6924,0.8243
58.6892,18.7805,0.314
60.0648,19.2207,0.4249
85.4136,38.8195,5.0186
73.7774,27.7616,1.6478
79.7523,33.8919,3.1047
59.0826,20.1561,0.7183
90.0619,40.3864,5.1011
70.1562,26.3989,1.1806
76.2705,32.4123,3.455
90.6039,44.49,12.3735
80.1185,34.0475,3.199
99.8907,48.931,12.1263
85.8678,40.8422,8.8345
97.8692,47.4886,10.3116
90.3421,43.2289,9.0379
95.6514,46.2242,10.2839
97.2955,48.1189,14.1552
90.3165,42.6652,8.2722
74.5445,31.6788,2.981
94.6265,46.5649,12.1794
96.9153,47.9308,13.7112
79.6231,31.1187,1.8132
100.6921,46.3019,5.5155
84.4239,37.2784,3.7484
95.0011,46.5358,12.0095
57.8938,18.526,0.4411
101.8848,50.2313,12.7829
91.8845,45.0092,10.8562
95.1463,45.2553,8.292
82.2858,35.6941,3.8279
86.5158,41.6165,8.8817
102.8514,49.2146,9.7944
83.8577,37.6043,4.5884
58.0066,19.789,0.7999
95.6902,46.0297,10.2733
81.5107,33.8248,3.1846
80.0659,37.8228,7.2406
89.0373,43.3577,10.147
110.4632,54.1099,11.9129
84.782,38.9859,5.4773
77.4875,31.278,2.6682
84.4732,37.3002,4.3539
96.9679,47.7171,11.9068
70.2661,26.4403,1.5271
98.6893,47.6923,9.1954
79.8144,33.1209,2.4378
72.4916,26.0836,0.7493
88.3945,42.7173,9.2544
99.9237,49.2645,14.3123
92.7963,45.6643,12.1041
102.5301,50.7732,14.1216
101.6802,50.3523,14.9027
91.1171,44.2123,8.8813
100.0988,48.5704,10.1302
91.3207,43.1395,7.0304
88.315,38.9966,3.7502
99.7308,47.9733,8.933
93.8547,46.4172,14.0823
104.8277,50.6588,9.9879
97.5277,48.0832,12.749
96.091,47.5232,13.7553
87.8727,40.4071,5.9143
92.6419,44.0642,7.4545
73.0069,24.9063,0.4018
92.571,43.7302,7.4535
95.3413,46.2619,10.2288
87.3607,36.2524,2.8681
85.5731,39.3496,5.3289
95.389,46.0974,9.1768
98.5816,48.8179,14.4489
90.7195,43.1498,8.921
89.9942,41.8073,7.6131
98.9581,48.1887,10.0873
85.1181,38.6852,6.2499
80.3277,35.4697,4.8112
98.0161,48.1296,12.2887
63.6874,21.727,0.6497
73.2943,27.5798,1.3534
94.7291,46.1293,10.6988
89.5733,42.3141,7.3847
100.7774,49.3653,11.5433
83.8203,37.0119,4.4612
80.5876,34.2469,2.3441
90.2286,42.6236,7.3721
94.118,45.0357,9.1519
84.3692,35.8539,2.7005
84.5104,39.9224,6.9111
89.5519,40.1577,5.8095
75.2115,31.2108,2.965
98.678,48.8026,15.3852
88.7727,43.3648,9.7313
98.3238,48.1635,11.6991
104.4066,50.8419,9.6999
81.4202,33.7873,2.8378
78.3834,34.6112,4.7482
96.6131,47.3255,12.9015
74.3161,27.9643,1.1547
111.5794,54.1411,11.7909
89.3916,41.1055,6.2959
90.6496,38.5229,3.8059
102.9512,50.8415,12.818
98.8912,48.6635,13.2469
101.3664,50.1322,13.7594
86.802,36.0206,3.1988
71.9072,28.1031,1.5742
103.8714,51.2959,14.148
90.5191,43.0545,8.9689
77.0451,31.0995,2.7227
91.3789,42.8312,6.5186
93.4837,46.2934,14.5887
94.5734,46.3263,10.6954
98.2589,48.1316,11.7193
72.569,31.4791,4.1109
87.7855,42.423,9.4948
88.6979,40.7865,5.7444
90.982,40.799,3.9609
104.7896,51.7494,12.5994
91.7565,44.9465,11.9001
84.6711,34.1777,2.4753
91.3975,43.4723,7.9719
92.8318,43.8534,8.0737
80.8002,32.6152,2.1554
77.6021,34.799,5.0096
90.0312,42.5304,6.8484
93.958,46.4683,13.8404
86.708,39.8715,5.2728
84.1724,34.9293,3.3417
102.1414,50.3578,11.4719
95.8012,45.2561,7.8708
98.8739,48.7469,13.8539
99.7295,49.2505,14.6819
92.3932,41.4318,5.9096
73.6642,29.7348,2.7027
83.5871,36.9089,4.4218
91.1229,44.0358,11.3591
92.3574,43.6293,7.4967
70.8132,26.6461,1.4361
93.7306,45.4804,10.2066
85.212,35.3608,3.1089
100.2034,47.6607,8.0606
93.7363,44.853,10.0289
96.308,47.0458,11.7647
101.8019,49.8672,12.9125
96.2449,47.5993,15.9151
62.032,21.1622,0.8843
86.8717,39.9468,5.6422
87.1876,41.1871,7.4735
89.8613,42.4501,7.4583
82.0569,36.2333,4.5531
69.6453,25.0595,1.0553
99.2623,48.489,10.7876
79.7116,31.1532,2.1342
92.9176,43.8939,8.1405
93.4945,41.2837,4.4193
90.3883,43.4793,8.213
82.6628,36.5008,3.6717
94.1782,46.0054,11.9574
88.326,37.5354,3.403
75.0949,29.3489,2.2228
70.2576,25.2798,1.0481
97.9651,47.9877,11.1903
94.676,45.5418,8.7717
94.5226,45.2293,7.4504
88.4962,42.3456,8.6815
85.9017,40.8583,7.9638
89.4481,38.0123,3.5851
96.6463,47.3417,11.2822
102.6102,50.7474,14.8907
99.1808,47.7087,8.3736
82.3763,36.3743,4.0879
86.0115,40.3153,8.4078
83.8647,34.8017,3.4058
76.6837,33.264,3.9474
89.4476,42.2547,6.6386
96.7044,47.0913,10.0208
101.2324,49.2962,12.2266
91.6706,44.0961,8.776
54.159,17.3309,0.2843
97.6019,47.6778,10.6909
67.9928,27.4455,1.8775
73.5794,27.687,0.8242
82.5939,37.9797,5.4993
85.0896,39.5289,6.4325
73.6432,31.9451,4.0462
95.2503,44.9959,7.0312
87.8891,39.9446,5.6498
108.5526,53.6862,15.3052
75.1631,30.3398,2.2033
97.566,47.3414,11.3183
101.4416,50.0128,13.6437
101.7975,50.1883,13.0854
87.7826,41.1455,6.3342
106.6907,52.8336,14.2119
98.567,48.4002,12.2155
89.4628,42.8082,8.8852
85.4843,38.3337,4.206
88.3784,42.0363,8.5965
94.1329,45.9833,11.2018
94.5403,45.6873,9.1895
61.3011,19.6164,0.1899
91.0937,43.0323,7.0186
81.5082,35.3568,3.3504
89.4414,43.2232,9.6716
93.3444,45.293,12.1941
90.2709,39.1579,3.9832
90.8407,43.2075,8.2505
65.7972,21.0551,0.3622
62.8779,22.6245,1.0695
94.8496,45.3857,8.6608
100.9382,47.3118,7.0654
101.8184,48.7203,9.1456
96.2774,46.069,7.4846
99.0147,48.7243,13.2987
97.5932,47.5241,10.8399
91.8094,41.17,4.7892
91.7164,43.3265,7.8715
74.7318,29.207,1.9906
90.584,42.4586,5.2613
101.1811,49.6838,11.4115
94.5916,44.9915,7.9156
95.2095,45.558,9.4689
104.3188,51.5169,13.7785
95.6814,46.8691,10.8419
69.9794,25.1797,0.6475
85.2434,38.2256,4.7215
100.4286,44.3455,4.383
91.1505,41.9143,5.5097
97.2807,46.549,8.8785
97.7177,46.4784,7.9788
81.266,35.884,4.4821
101.7522,49.8428,12.5847
85.3149,38.7747,5.9847
93.6634,45.9923,13.6337
87.7723,41.4633,7.2888
87.8195,34.322,2.6125
99.4958,48.0821,8.934
83.8328,36.3652,4.5012
93.3182,42.9111,5.4341
87.4272,40.6148,5.9314
86.5721,39.809,5.359
65.8339,23.6881,1.0068
94.1362,46.3236,12.0679
67.6215,25.4451,1.7946
90.4695,41.1174,6.2891
88.1597,42.1846,8.3984
92.0311,44.2696,9.6607
94.5417,46.5231,12.9207
89.6672,42.6493,8.9307
63.9084,21.8024,0.8416
92.3115,45.0935,10.4691
99.9946,49.4538,15.2902
91.4859,43.7762,8.5329
102.4563,50.7367,14.49
81.4188,32.8649,2.7399
79.7817,35.2286,4.5663
88.676,42.1778,7.9419
75.2061,29.3924,1.9161
101.1888,49.8882,14.5257
78.6925,31.7645,2.4218
91.9997,44.022,6.6822
82.4507,37.4729,4.072
95.0994,45.233,8.0242
102.2383,50.0809,12.1118
64.9849,22.1696,0.432
74.9453,30.2519,2.692
102.9445,50.6581,12.4115
100.4672,47.7862,7.1962
84.8631,39.0231,5.3328
93.7717,45.8068,10.0156
85.8801,41.5022,9.8725
89.5665,41.9817,7.0427
52.1316,17.7847,0.7308
98.7226,48.074,11.0733
64.7631,24.3696,1.3295
66.8081,24.0386,1.1682
90.7913,42.5557,6.8619
90.3482,43.996,11.3745
80.1531,34.7689,4.4927
76.5718,28.813,1.6673
48.2915,15.4533,0.2757
84.7702,37.4313,4.4517
96.3084,46.5417,8.8995
84.4503,34.0886,2.7353
88.5239,39.0889,3.3914
101.2183,49.4444,11.9426
92.7717,44.6258,8.6656
93.9543,46.2341,13.989
86.441,38.7627,4.9296
75.8795,29.6556,2.0193
89.6554,41.6499,6.9725
97.5398,47.7794,12.277
87.0104,39.5452,5.9242
97.714,48.0842,13.2979
93.3388,44.0929,7.0943
97.5384,47.8951,12.4027
92.4182,45.5641,12.4901
98.6605,48.0438,11.2944
91.3506,44.1458,9.5292
98.0822,47.5919,9.213
96.6882,43.3578,5.2268
92.9131,45.0837,10.2352
99.8792,49.4605,14.4443
82.8323,36.5756,3.5982
95.2628,46.7777,11.7986
81.4088,36.5061,5.0578
96.1341,46.0004,8.2827
81.586,35.3905,3.8353
91.1792,45.028,14.0611
91.1982,42.3666,6.2652
99.1618,48.1158,10.4971
85.532,37.1022,4.7612
98.1137,46.3485,8.6662
88.4461,41.0882,6.4064
89.3354,41.0797,6.7814
89.4041,41.9055,6.158
87.7721,39.8914,6.2508
73.2885,26.3704,0.6636
92.4975,43.6954,7.3644
91.0505,44.338,12.0145
91.4425,42.0486,6.3056
78.8932,30.8334,1.8642
88.1979,43.0841,11.9157
61.0599,20.8306,1.0636
93.6112,46.2968,14.0101
84.8926,38.0683,4.2637
70.8567,24.1728,0.6068
103.6806,48.1654,5.5576
104.0594,48.3414,7.99
60.9995,19.5198,0.3842
62.8367,23.6447,1.1628
79.2839,34.3919,4.0647
70.3744,24.0083,0.6671
105.2214,52.106,14.1119
80.7979,37.1538,5.7828
82.5639,31.0678,1.4372
89.4463,42.8002,9.4424
71.0833,26.7478,1.1449
85.9063,39.9083,6.6537
85.1233,39.1428,5.5292
100.4753,48.9275,10.4587
98.3883,47.079,8.3072
99.5294,49.2237,13.6499
85.3764,34.4624,2.2957
94.3087,45.7609,10.3427
80.0202,34.7113,3.5286
100.4147,49.5065,12.5579
91.7579,41.1469,5.76
97.0829,45.8616,8.5172
77.2914,32.8461,3.0831
72.4927,29.2619,3.0933
100.3134,47.3876,7.6667
80.1444,35.3888,4.3503
91.9445,44.6137,9.9612
101.3051,48.4747,9.5912
95.2917,46.7919,13.2642
100.1154,46.0367,5.5678
61.3304,19.6257,0.0788
53.4832,17.1146,0.2444
82.9874,33.4981,1.9799
111.4002,55.1657,15.1166
90.1031,43.543,9.8417
87.1493,40.0744,5.4372
81.8756,36.1532,4.652
95.6881,45.2027,7.736
92.4544,45.496,12.6398
95.2206,42.6997,5.6584
97.3165,47.67,12.158
76.7304,31.8411,3.1896
104.5335,51.33,12.9429
91.1453,44.8518,13.4259
60.8677,19.4777,0.2844
97.6766,47.3951,9.8613
91.0184,43.292,8.081
99.9942,48.8465,9.9051
74.0723,29.8995,2.4545
90.4235,42.7157,7.4734
94.9782,46.9728,13.3572
92.6702,43.4364,7.59
80.9215,35.1023,5.0026
100.3059,49.3597,12.8003
96.9519,47.8788,13.021
72.287,29.1788,2.7803
81.1365,33.6696,2.9352
97.8808,48.4083,13.7288
91.7209,44.6645,12.5805
103.5337,50.7155,10.6079
86.766,38.3126,4.3586
97.9809,45.9257,7.3477
84.3703,39.8562,7.8496
101.1389,50.0197,14.75
95.8495,44.9266,7.2211
65.189,22.2393,1.0037
97.2681,48.1675,15.406
93.6693,43.0726,6.4461
79.1464,34.3323,4.6461
93.1413,42.8298,5.6755
100.0474,49.4075,15.5135
90.7263,43.4127,8.1021
95.4341,46.6189,10.1503
83.6928,36.9556,4.5682
94.8912,46.5952,12.9562
94.7647,46.7209,11.592
83.3419,37.3729,4.976
81.0285,35.7792,4.2297
89.3181,40.0529,4.8054
97.3027,48.1224,14.3778
56.454,18.0653,0.3145
91.3013,45.0883,14.9989
98.3595,47.8972,11.2885
70.9201,29.43,2.9138
93.9142,45.7325,11.136
93.4308,43.4039,7.2115
91.1167,44.5099,10.0094
81.4814,37.4681,5.5206
83.9084,38.9801,5.2653
74.7971,26.9132,1.441
68.9016,26.9284,2.1325
98.6088,46.5824,6.8305
64.4464,20.6229,0.263
93.6465,43.0621,5.3019
101.4024,49.0035,10.3586
75.812,31.46,3.311
71.302,22.8166,0.2735
103.765,50.6885,11.3544
93.0833,45.1663,10.4188
80.0947,37.2085,7.1017
83.5354,36.2361,3.7735
90.3774,43.8533,9.5885
100.0781,49.4226,13.4292
95.9499,46.8709,9.2871
80.5649,35.5744,3.9732
82.6097,37.5452,5.1114
89.1238,40.9824,6.0934
64.8442,23.332,1.2749
102.8437,50.5002,12.7116
69.0762,24.8547,1.2833
94.3551,45.1491,8.8115
91.4568,42.0552,4.9834
97.5619,48.0093,15.085
98.3931,48.1974,12.2406
93.8526,45.1457,8.3477
95.0683,46.7823,13.4199
87.6577,38.0243,4.063
86.0075,34.7172,2.5983
103.4514,51.0037,13.5907
91.3328,43.1453,8.3991
90.8454,40.7377,5.5758
97.8845,47.0852,11.5544
93.1045,45.8159,12.3746
99.4747,48.0719,8.7316
105.4766,51.7931,11.3245
105.9952,52.4892,15.2885
86.1645,40.0282,7.7507
51.2419,16.3974,0.3501
69.2833,26.0705,1.3928
90.4526,44.4157,12.1508
94.2975,46.0636,11.8806
91.7057,44.6571,9.1177
83.9234,38.5911,5.958
87.6899,39.3227,6.1905
59.9181,19.1738,0.1893
84.9734,38.6194,5.2688
101.0228,42.9312,4.081
96.2233,45.1018,7.3369
65.2563,23.4802,1.3622
74.0401,26.6408,1.3195
91.4021,38.8427,3.2425
101.6399,50.1106,12.08
85.8398,39.0132,5.9293
92.0399,44.479,9.1499
104.9703,49.5876,7.069
90.0916,44.417,13.4232
86.2738,41.2822,7.9489
89.0405,41.7351,7.2554
86.4415,42.0936,11.1998
76.8454,30.0331,2.0788
99.6452,47.6804,8.7856
60.4057,19.3298,0.2232
92.678,43.4401,7.5069
97.4682,47.9632,12.509
82.0899,34.8853,2.9947
97.5207,46.6638,8.8555
95.1785,43.7665,5.6035
96.7721,44.9561,7.0708
86.5554,39.8013,6.6322
91.943,44.7726,9.8758
81.9071,33.062,2.0374
92.4731,42.9589,6.7862
85.2618,39.964,6.438
76.4862,32.5039,2.7715
87.8548,38.7934,4.8125
60.0042,19.2013,0.1903
60.7893,19.4526,0.4248
91.8293,45.0917,11.5595
99.3214,48.6521,11.7969
94.3284,46.4182,13.182
102.5376,50.2275,10.3565
79.6491,33.0523,2.7598
99.1539,47.4453,7.8867
79.0138,31.8942,2.327
89.414,40.6377,5.9636
99.7529,47.4464,7.619
90.2903,42.3209,7.0214
100.8736,49.5328,13.8187
96.0983,46.226,9.6433
105.264,50.8696,10.1854
91.2757,42.7828,7.0279
80.0796,36.3953,5.8584
89.2274,40.5529,5.4592
86.7048,38.881,5.5966
108.8965,53.3424,11.6139
94.346,42.8792,4.99
96.2294,47.1375,11.6956
91.016,41.3658,6.0587
72.7835,26.1887,1.2012
67.3127,25.329,1.1049
92.992,45.6626,14.7068
80.1829,35.4058,3.6729
68.7624,23.4583,0.4943
88.3771,39.6309,5.477
101.8531,50.2992,14.1433
82.1748,34.9214,3.2253
70.2837,26.4469,1.4005
78.3304,28.1845,1.1937
94.8303,46.3239,10.7252
101.133,49.8606,14.4926
94.4167,46.2496,10.7914
99.6307,48.8036,10.9193
92.8285,42.1895,5.7679
78.9729,33.5607,2.7145
96.4225,46.1383,9.7955
96.8367,47.1557,11.0885
59.134,20.1736,0.7194
56.8382,19.3904,0.7164
96.6949,47.4809,12.5664
83.0832,36.6864,4.0119
79.5013,31.0711,1.2709
74.6831,29.188,2.3938
58.6879,18.7801,0.4225
84.2096,36.5286,4.3426
78.8815,32.7338,2.2012
102.4641,49.2881,9.7037
66.5997,25.0607,1.6715
79.5294,36.9459,5.902
75.0276,31.8841,2.8074
106.5777,52.2066,11.1035
94.604,44.3429,6.3469
78.9828,31.8817,2.8702
104.2724,50.7766,10.1352
