Vmother_div,Vdaughter,Ddaughter
96.2011,46.0324,9.2805
99.6111,49.0178,12.6857
67.7416,23.1101,0.7857
92.4132,43.9554,8.1755
62.2083,19.9067,0.1337
94.0672,46.3771,14.2512
95.2979,46.8953,11.0342
92.6357,39.3669,3.3201
103.0435,50.5983,12.8856
105.9265,52.4551,15.7551
94.4905,45.8491,9.8148
72.279,27.1977,1.4811
94.172,45.6946,9.666
73.4691,26.4354,1.0479
85.4686,40.375,7.3306
98.7869,48.785,11.7766
100.6799,49.5437,13.2348
100.1125,48.7509,10.8269
96.1869,46.2686,9.5901
97.5622,47.6584,11.6002
106.3398,52.6598,14.9132
85.8878,36.4993,3.6259
98.0196,46.622,7.4242
100.2884,49.6631,14.2213
76.0163,28.604,1.5749
89.3508,43.7681,12.2796
99.7917,49.1994,13.722
99.5304,48.0988,10.3908
99.269,48.4922,11.507
87.1913,40.5052,6.001
87.931,41.5383,7.519
74.1661,31.518,4.4139
84.3199,37.2325,4.4582
90.8524,40.117,4.3247
92.7087,44.3613,8.9495
88.1375,38.9182,3.977
91.5955,44.4444,10.8804
100.4362,49.7363,14.4578
98.2802,48.0092,9.7399
90.1057,42.2344,6.9437
95.2992,46.7956,10.2382
95.113,46.462,11.2862
97.7848,47.8994,12.6383
104.1409,51.3436,13.7801
87.1132,40.0578,6.2648
90.1679,43.3733,9.9954
89.312,42.736,7.9033
74.1431,31.5082,3.1174
82.9392,35.2463,3.7593
87.1511,41.1699,7.0146
106.6256,51.5276,10.0492
88.433,41.4504,6.588
88.5639,42.378,8.385
87.085,40.4558,5.8477
80.5092,34.9234,3.5217
84.9153,39.4479,5.4317
71.0218,25.5548,0.998
86.3165,39.2299,5.4343
103.3327,50.7403,11.6034
95.9041,46.9782,12.8131
74.7172,28.1152,1.1128
77.5158,32.9415,2.7359
78.606,31.7295,1.4829
82.7319,38.4336,5.8269
99.476,48.4409,8.2908
94.0108,46.2619,12.9079
75.7191,29.5929,2.0528
90.2756,44.099,11.8614
57.7424,18.4776,0.2768
66.7954,22.7873,0.8548
96.3545,45.5175,7.5393
78.8261,30.8072,1.7869
100.2294,49.322,13.2277
78.9199,34.234,3.6862
103.0116,50.7868,14.3551
81.7822,37.6065,6.4431
98.6624,48.447,12.7192
72.7886,29.3813,2.9664
84.4131,36.6169,4.0972
70.2718,22.487,0.2015
101.0254,48.596,9.9788
96.7324,47.1049,10.5932
69.3631,24.9579,0.9017
88.2698,43.5912,15.127
66.8578,25.1578,1.646
88.7765,42.2256,6.9283
82.1052,36.2546,4.5558
92.6788,45.6065,14.0907
88.3243,38.3135,4.2802
87.1433,40.0717,5.3546
100.1493,49.5303,15.3937
94.8906,45.1337,8.0931
94.3891,46.7418,15.1629
99.2818,48.6327,11.7228
103.0074,50.5806,11.2809
96.5606,47.5166,11.8255
95.7026,40.6702,3.2745
96.995,48.0322,13.8668
97.145,47.1372,11.223
93.669,45.2662,9.6467
99.6251,49.1989,12.7452
89.9908,42.1805,6.7641
69.5549,27.1837,2.1979
71.5348,26.9177,1.7699
93.1772,44.5855,8.8895
99.7563,49.1819,13.6714
92.8569,44.8738,9.7385
102.7344,50.3239,11.2377
73.6846,25.1375,1.0053
98.3248,47.297,9.076
72.1351,25.9553,0.8477
92.597,42.0843,5.6399
78.415,31.6524,2.8872
78.0647,30.5096,2.1159
102.1906,50.4659,14.2753
100.3902,48.2905,9.1834
66.1407,22.5639,0.8709
88.8788,41.6593,6.9449
91.2239,43.0938,7.9355
85.5828,41.1677,9.5944
88.1526,40.9518,6.6454
94.1614,40.0153,3.3746
103.6329,50.8877,11.3739
92.1027,44.304,9.0505
90.2829,42.3174,6.3625
97.7219,47.5867,11.4816
97.6936,47.7227,10.6064
78.2868,33.9594,3.7277
60.8582,20.7618,0.9038
99.3509,45.6852,4.4942
93.4892,44.9709,9.9782
83.6975,32.711,2.0915
67.3981,22.9929,0.6453
99.7586,48.8662,12.1827
97.2064,46.759,9.5003
91.4369,43.9837,8.8246
104.1471,50.3298,10.7856
89.5138,43.2582,9.4471
91.6184,44.2753,9.1694
96.1149,43.6832,6.3236
79.6836,34.5653,3.8469
96.8506,47.3108,11.4997
69.3093,23.6449,0.752
95.6499,47.1574,12.8933
93.8764,45.3665,9.4868
99.2834,48.8565,12.7609
90.2436,42.9234,8.5466
81.2065,38.0631,6.582
51.8094,16.579,0.2722
74.6228,29.1644,1.8389
83.3403,36.8,4.4041
85.1407,38.6955,5.041
97.5026,47.1188,10.0784
95.8013,47.3106,13.2174
91.684,44.4873,9.1683
102.5243,50.7049,13.524
91.6211,44.7563,11.7914
92.8692,45.3659,10.7284
54.4293,17.4174,0.3284
103.9747,51.4222,14.8216
93.9915,46.0413,11.4927
108.6391,51.984,8.8508
86.2485,41.0232,8.4875
94.61,46.7223,13.3786
98.7329,48.7583,13.5266
72.5671,30.8385,3.5586
104.5526,51.3393,12.1056
64.5032,22.0053,0.4603
69.2709,26.0658,1.1938
83.7567,36.3321,3.8334
90.3962,41.5675,7.3688
99.476,48.5933,11.3875
77.0041,32.724,4.0817
98.8343,48.2799,9.6353
61.1246,19.5599,0.3047
77.381,31.2351,2.1726
103.6025,51.1631,14.7844
84.064,38.2061,6.1801
83.019,38.567,6.9207
98.0437,48.5515,14.9541
96.1908,47.2334,12.4075
80.9349,34.3945,3.2665
87.1566,41.9248,10.4855
98.6484,48.788,14.8261
91.0896,41.3992,5.7922
70.5151,26.534,1.4876
86.4568,39.2937,4.9347
57.4776,19.6085,0.3289
92.9692,42.7507,5.607
83.5647,37.9792,5.4136
98.361,47.8979,10.8527
94.0009,42.7224,5.4874
83.5074,37.9532,4.9793
78.4051,30.6426,1.1641
98.7312,48.4808,13.4375
76.3968,29.8577,2.3525
65.4068,22.3136,0.745
86.303,36.6757,2.7775
87.9861,41.2409,6.969
97.887,45.474,7.3978
90.177,41.8922,5.6658
96.7017,45.9952,7.5389
70.3867,24.0125,0.9126
92.1407,42.3697,6.0633
103.8636,50.5775,9.6126
92.4813,45.5952,11.2995
82.9979,34.442,2.6224
103.3164,49.9284,9.1514
85.8638,34.6592,2.6517
91.5544,44.2443,9.8039
68.4283,27.6213,3.5269
79.3889,36.5059,5.1886
91.3942,44.1669,10.3478
85.1449,36.1836,2.9669
96.8736,47.6706,13.4103
99.9033,49.0563,11.8959
103.24,50.8035,12.4656
110.0746,52.949,9.5252
100.5873,49.2722,12.4746
99.0039,48.4966,10.6592
85.1528,37.6003,5.4629
98.0406,48.4165,13.2179
89.8791,42.1282,7.5637
82.7892,37.1251,4.9965
89.0938,41.389,7.3097
63.5026,21.664,0.6353
103.8365,51.4202,15.0873
107.7306,52.4606,10.4468
94.5052,46.0203,11.2865
95.7314,47.2761,13.7697
72.6874,27.3514,1.4124
58.2881,18.6522,0.4477
102.0768,48.2207,8.5669
99.6098,47.9151,7.9278
65.812,24.7643,1.3033
89.0704,42.8454,9.8302
109.9955,53.3725,8.6741
90.3476,43.9957,10.1747
96.3272,47.64,13.5751
94.839,45.3807,7.5643
105.1335,51.0134,9.5142
95.5136,46.5114,9.992
98.4035,46.4854,7.8956
68.2637,24.5624,0.9749
96.1284,45.7225,9.3344
101.922,50.4721,15.2421
84.731,36.0077,3.029
67.9645,23.1861,0.7675
53.8563,17.234,0.3891
99.2483,44.5058,5.3041
99.204,48.9096,12.497
84.6122,40.2449,8.1322
107.0977,52.8892,14.6374
66.3749,23.8827,0.7846
102.587,50.6616,15.7129
102.8622,50.7975,13.628
90.5576,43.332,9.6979
100.1723,48.409,9.1902
84.7338,36.0089,3.9007
88.4807,39.0698,4.5178
89.168,41.4235,5.8893
63.8643,20.4366,0.2038
107.3022,53.0679,14.6757
92.6207,45.1026,13.358
97.4726,47.7465,11.4828
86.2251,35.7812,2.9244
90.0715,42.8416,8.4672
81.159,34.4897,3.2045
104.7792,51.7442,13.4086
96.0871,47.2837,12.998
85.0568,33.2423,1.646
105.5195,51.5455,12.1475
73.1587,30.359,2.6919
98.3852,48.7207,15.865
109.8743,54.1703,11.14
95.4341,47.1292,13.7467
76.8701,32.6671,3.9296
98.2828,48.3641,13.3285
85.7266,37.1866,4.3367
98.8583,47.9685,10.672
81.3807,34.5839,4.3053
86.3314,38.1207,4.6251
81.5038,33.822,3.6431
66.7894,21.3726,0.5795
94.8263,46.9583,15.2295
99.6415,49.3428,15.339
79.8721,35.2685,3.6637
80.8549,34.3605,3.0015
93.9191,46.0058,11.1728
97.8167,48.3059,13.5952
97.3733,47.5662,12.1601
90.5453,39.9814,4.0721
97.6109,47.9307,11.9957
90.6083,43.3563,8.9478
93.339,45.4525,10.7848
72.2685,26.0033,1.0552
81.9602,35.5528,3.6528
98.6908,48.0586,11.4945
65.9364,22.4942,0.7188
94.0768,46.1953,11.8142
98.9452,48.8632,15.3659
99.3434,48.6629,11.0992
76.9135,28.9416,1.4306
98.3768,48.1894,13.0439
80.6576,35.6154,4.5428
104.555,51.3405,12.6078
98.4988,43.4934,4.4572
94.9117,46.94,13.9364
92.1877,44.5504,9.2775
75.2239,31.9675,2.8438
98.7388,48.8958,16.1518
105.661,52.2562,14.7061
94.0371,46.4394,15.4182
92.3508,45.1127,11.3991
78.7336,34.1532,3.8232
91.1173,44.3705,11.1269
93.103,42.8122,5.6154
49.9186,15.9739,0.4007
59.168,20.1852,0.7893
96.1677,47.222,12.2775
68.2316,25.6747,1.5932
76.7817,30.9932,2.2302
94.6143,44.3477,7.6243
88.9488,42.7869,8.7939
94.0118,45.2223,8.6494
91.0552,44.7116,12.74
87.8384,41.4945,6.5185
95.5534,45.1391,7.0734
90.8056,41.7557,5.7463
101.9846,50.438,14.0777
97.2901,45.1967,6.8718
95.0631,46.946,13.4942
83.6688,38.474,5.1209
87.8577,41.5036,6.9252
65.3909,23.5287,1.4402
94.684,46.8878,14.9476
96.1331,47.205,12.4461
93.5429,45.9331,12.7824
91.0249,39.4849,3.9175
93.5479,41.3073,4.0746
88.1226,38.9116,4.8987
90.4213,41.0955,6.2233
82.5859,34.271,2.8288
93.4997,44.1689,6.8763
93.4494,42.9714,5.3747
94.3304,46.4192,10.7966
95.198,45.5524,8.532
98.8384,47.9588,10.9788
71.2447,26.8085,1.5981
99.5147,47.8694,10.0514
91.735,43.3352,7.6397
101.5082,49.586,10.4902
98.89,48.9706,14.9496
77.9833,28.0596,0.9271
74.1815,29.9436,2.5847
99.5698,49.3073,15.6198
95.2706,46.539,11.0792
75.8271,29.6351,2.0631
69.1138,23.5782,0.5309
72.663,26.1453,1.3739
94.4225,44.2578,7.4443
100.8463,45.8335,5.5845
59.1715,20.1864,0.8851
74.051,30.7293,2.5461
94.552,45.4822,8.6297
100.5333,48.9558,11.5967
59.8414,20.4149,0.6353
89.8226,41.3037,6.7525
103.7434,51.2327,14.0812
67.3622,26.3268,1.2631
93.8901,42.672,5.4915
102.4535,49.713,10.0608
101.2021,49.2814,10.3037
96.851,47.829,11.984
79.8228,32.2207,2.0152
94.6799,46.3785,12.1922
92.0502,44.8249,11.5433
74.4991,29.1161,1.8088
82.6978,35.8728,3.6622
81.7307,36.0892,3.8845
96.1941,45.0882,8.3312
68.4448,24.6275,1.5819
84.282,35.8169,2.7304
69.3378,26.091,1.8552
93.2061,41.1563,3.8391
80.0844,35.9122,6.1306
98.0106,48.127,12.1444
96.7104,46.5204,9.4726
95.8467,47.1653,13.2371
96.2219,46.8563,9.9143
60.9738,20.8013,0.7684
87.7536,42.4076,9.0276
99.8206,49.0157,12.503
85.7788,37.2093,4.704
95.7289,47.0066,12.7389
87.0839,40.0443,5.3334
47.4381,15.1802,0.1337
98.24,48.343,13.1659
96.5039,47.3871,12.2672
93.0129,45.7709,11.8381
98.3117,47.5099,9.5726
92.8966,41.6575,4.4332
90.136,40.4196,4.9391
98.5061,48.3703,12.8467
75.8153,30.6031,1.8397
87.604,40.697,6.6115
78.1651,32.4365,3.0166
102.9201,50.9006,15.4282
79.0963,32.8229,2.8448
73.7673,30.6115,3.766
98.3454,48.174,10.8223
73.5123,27.6618,1.8106
92.0582,44.05,9.0474
101.9633,50.4925,14.2164
98.4584,47.5807,8.1805
94.4968,46.6664,14.7294
98.7413,48.5897,14.0311
98.906,48.3149,10.4769
55.3954,17.7265,0.2986
67.3847,21.5631,0.3593
62.9292,21.4683,0.5856
46.3915,14.8453,0.2608
74.1637,27.9069,1.3502
93.2606,40.4548,3.7758
96.8096,47.9404,15.1912
54.7942,18.6931,0.7626
53.9962,18.4209,0.7473
77.3724,29.1143,1.7946
97.8421,47.6453,10.6379
61.2087,20.8814,0.7408
100.7837,49.7711,15.078
82.3634,36.9342,4.657
104.4835,51.1808,12.4562
60.4346,19.3391,0.1928
71.2751,30.2894,3.3612
79.6007,35.1487,4.4184
82.3752,36.3738,4.9385
93.5055,44.4749,7.6756
102.4324,50.7248,16.7313
102.7704,50.6679,14.9951
82.6884,33.3774,2.4372
97.8627,47.9376,13.1572
93.8425,44.9038,9.2868
100.9512,49.6772,12.6759
98.8382,48.8103,13.8746
81.9863,36.2021,4.8548
70.4921,27.5501,1.8353
81.8834,35.5195,4.4359
71.154,25.6023,1.2516
93.0717,43.237,6.9693
91.1328,43.3464,7.5582
91.0955,41.889,5.4049
95.5314,47.1773,13.2802
103.1758,47.9309,6.2716
63.1814,22.7337,1.4079
88.9117,42.0015,7.923
103.2483,50.6989,12.7417
79.1268,31.9398,2.8974
85.3969,37.7081,4.1051
96.529,47.3994,11.582
95.8271,47.3233,13.8233
97.3651,47.5622,13.3172
64.4822,21.9981,0.8613
93.4054,45.1389,9.5959
91.8233,43.3769,7.4292
68.417,24.6175,1.0066
96.9264,46.6243,8.8861
79.9697,33.9843,3.5628
100.8736,49.8885,15.2893
96.1461,47.2114,12.8037
90.3472,43.661,9.6792
95.0046,46.9859,13.2155
93.6602,45.7523,11.0034
77.0543,31.9755,2.838
57.3568,18.3542,0.2668
70.1601,26.4004,1.4439
68.1692,24.5284,0.7917
82.329,34.1644,3.097
97.5409,47.3293,11.9261
80.4023,34.1682,2.7796
82.7129,37.0909,4.2587
90.533,41.6304,5.9316
95.3986,44.7153,7.3585
72.3065,26.017,1.16
92.608,44.547,8.9512
97.6644,48.2306,13.7655
95.1206,45.9677,8.7303
91.9232,40.5898,4.6894
93.5808,46.3415,13.8742
100.3962,49.0429,10.1656
79.2662,33.6853,3.515
97.716,48.3893,15.3901
78.5631,31.7122,2.4923
102.0511,48.8317,7.856
75.7047,30.5584,3.0561
85.683,35.5562,3.1467
85.8208,37.8953,4.465
90.3527,39.8964,5.7137
92.2405,44.5759,7.967
92.8038,43.8402,8.2926
97.7294,46.167,7.7384
95.7901,46.646,10.4025
56.4332,18.0586,0.4371
77.2186,31.1695,1.8465
96.9594,46.8563,10.8864
99.241,49.0811,13.4347
80.2476,35.4343,3.4103
94.7374,46.5197,11.4834
65.8469,24.7774,1.8121
106.3549,51.606,9.6006
101.0983,49.9996,15.3409
69.5277,27.1731,2.6235
109.5718,54.111,13.9953
95.7615,45.5479,8.755
100.5331,49.7201,15.2129
94.9536,46.0738,9.8631
96.0008,45.6618,7.8427
52.1918,16.7014,0.1819
94.4416,46.7678,15.7375
99.0773,48.8472,14.2975
82.2409,36.8792,5.7241
64.4078,21.9728,0.686
99.5481,48.6286,12.6989
79.6944,33.0711,2.3583
91.0046,42.2767,7.7917
93.9858,45.2098,10.261
90.3951,40.5358,4.9223
85.2813,39.2155,5.8574
101.5037,50.0434,12.1405
83.8822,37.0393,4.3719
96.0839,46.4333,10.6166
98.0687,48.1555,11.9131
103.4484,51.0022,14.3911
101.4742,50.0289,14.5976
65.3317,22.2879,0.7323
90.1243,39.0943,3.4989
100.816,49.5045,12.7893
72.5189,29.2725,2.4181
85.5085,36.3381,2.9573
89.5437,41.971,7.1373
87.1187,39.5945,5.9815
90.3923,41.0823,5.8578
99.6043,49.3244,14.7284
90.98,42.6442,7.4956
93.3667,45.7352,10.2175
67.4444,24.2676,1.0286
97.1911,46.9683,8.3483
106.8925,52.6009,12.339
82.258,36.3221,4.9532
97.5665,44.8646,6.3083
73.2542,28.6295,2.2387
77.9647,34.9616,5.1114
95.8839,43.5782,5.2924
83.9602,35.6801,3.3819
103.2764,51.0021,14.3823
84.4705,35.0531,2.6032
76.3762,29.8497,1.6714
76.6968,30.9589,2.4601
78.6545,34.7309,4.064
89.334,41.079,5.8919
99.0542,48.9887,15.7637
91.3433,43.1502,7.069
92.3408,45.7275,14.1238
88.4299,39.0473,3.9985
80.3802,28.9221,1.3372
79.743,30.0063,1.6115
51.472,16.471,0.2854
73.9826,25.2392,0.7778
79.9044,32.2537,2.4088
94.2715,43.3495,6.4095
93.8808,44.6534,8.257
92.3464,45.1106,11.6947
82.2246,35.6675,3.7003
89.5488,40.1563,4.3885
73.8579,28.8655,1.7367
92.6415,44.3291,9.4979
98.6434,47.6702,9.0576
69.1949,24.8974,0.9301
94.3268,44.2129,6.9137
74.1838,29.9445,2.4206
88.1053,40.0429,6.3846
97.3087,47.6662,12.3583
97.5418,47.4991,10.8556
81.9189,36.1723,3.3962
96.7655,47.7868,12.7922
96.0675,47.4421,12.2935
79.4614,32.0748,2.0677
101.7086,49.8214,11.5444
98.8585,48.1402,10.3091
75.354,32.6872,3.2793
52.0505,16.6562,0.5155
75.7915,32.2087,3.019
98.2171,47.9784,10.9432
95.9324,46.3601,10.1591
61.0039,19.5213,0.1615
103.1119,50.7405,12.218
91.6708,43.3049,7.8576
102.5487,50.4633,13.4514
62.9834,20.1547,0.1648
91.0717,40.8392,4.2696
104.2147,51.1734,13.6503
71.5991,24.4261,0.713
97.7311,47.4215,11.0885
100.7076,46.309,6.583
87.6811,42.1771,8.4654
84.9183,36.836,4.1081
100.837,48.2507,9.2347
93.7862,45.1138,9.5516
104.4447,51.0205,10.3729
75.3116,27.0983,0.8801
97.6489,47.9494,11.6277
90.2099,39.1314,3.9837
85.3107,40.5772,8.0987
107.5477,52.9233,13.486
71.4821,27.937,2.5638
86.4104,39.2726,5.5305
76.6739,26.1573,0.847
71.779,24.4874,0.6981
92.5578,40.8701,5.3754
94.5836,44.9877,8.2185
87.4601,40.6301,6.6847
92.3897,44.8298,10.6191
101.3605,49.9728,12.537
81.8399,38.36,6.5257
89.223,42.1486,7.8257
81.2118,35.2282,3.6527
93.9478,45.5858,10.331
96.3487,47.6507,15.143
77.784,31.3977,1.9318
81.2418,32.7935,2.2911
81.155,35.835,4.5155
83.8843,33.8602,3.0283
106.5925,52.7169,13.1203
86.0851,39.5851,5.4717
97.6206,47.687,11.2712
96.0035,45.9379,8.4255
63.3,22.7763,0.8546
94.4428,45.4296,9.8872
77.1223,32.0038,2.7557
71.6496,28.0024,1.7189
93.7028,45.7732,9.7879
96.9875,43.492,5.442
104.8763,51.9351,14.6762
95.6485,47.3655,15.9571
52.0614,16.6596,0.5476
110.3417,52.7987,8.2283
74.0377,28.9358,1.9773
104.0212,51.4452,14.3063
97.9538,48.2022,13.3279
99.7927,48.5951,9.7538
85.7838,38.468,4.1863
86.3466,40.7898,7.1107
92.4658,44.6848,9.3151
89.7714,42.4076,8.091
96.2155,43.7289,5.1723
84.3832,38.8025,6.4228
90.7213,44.0202,9.1739
96.5001,47.6557,13.7898
91.8398,41.7402,5.6731
98.3171,47.2933,10.8095
92.8043,42.6748,5.9932
100.4458,48.3173,10.0463
62.7508,20.0803,0.2983
78.217,32.458,2.8832
99.7294,48.5643,10.8664
90.1542,42.2572,7.5299
86.0792,39.122,4.0808
100.2488,46.9887,7.3297
96.4477,46.9663,10.6539
97.8093,47.6293,9.5133
89.2417,42.4469,8.1471
61.6081,21.0176,0.5959
66.0312,22.5266,0.5458
93.294,43.3403,7.0553
84.4754,37.8812,4.9841
74.4332,30.8879,3.3911
101.3595,50.0554,12.6996
103.7693,51.1604,12.7175
102.6881,50.7116,13.0098
94.925,44.8422,7.9473
80.8181,33.5374,2.7115
99.4841,49.2648,12.7895
102.8493,50.503,11.5327
91.2086,42.7513,7.1568
109.9984,54.1293,11.3249
70.7422,26.6194,1.4222
86.518,36.7671,3.0989
92.4838,44.4873,10.4997
100.9562,46.4233,5.8469
96.6371,47.0585,10.5734
96.5296,47.0061,9.8796
87.9959,37.3952,2.9029
77.6082,33.665,4.1202
82.8749,35.9496,3.7417
103.7897,47.7263,6.6659
90.2774,41.9389,6.4041
103.417,51.0715,13.1308
82.4231,35.0269,3.4046
97.4763,47.6165,12.0281
92.1078,44.0738,8.2786
103.3077,49.9242,8.8226
93.5502,44.764,8.8131
87.3012,39.1484,5.1997
76.709,33.275,3.8165
103.3958,50.6479,13.0215
94.2701,46.1777,11.6409
94.5634,46.0487,11.4717
95.4419,46.123,9.3962
94.8245,46.1758,12.332
90.0043,44.0882,11.7113
95.9867,45.9299,8.0926
100.5748,49.7407,13.0364
58.5031,18.721,0.3104
95.5953,47.1305,13.2398
96.7215,47.3786,11.4089
93.9662,44.0439,7.4483
104.83,51.8452,12.8941
106.3965,52.4557,13.5929
88.7841,42.2292,8.7334
92.5083,43.7006,6.6497
80.7376,30.3806,1.2143
70.1726,25.2492,1.0326
85.3244,38.779,5.2894
95.3962,46.1009,9.3232
95.5314,45.9533,8.959
76.7921,30.9974,3.0121
94.971,44.1193,6.3138
89.1411,40.5136,6.1157
77.2553,32.8308,3.3821
91.4968,44.3965,10.3671
93.0883,45.473,11.0173
83.518,33.7123,2.2105
93.2458,44.6183,8.5733
89.9538,42.1632,7.1822
86.7596,41.5147,8.15
60.2494,19.2798,0.4225
94.4428,46.1347,10.1221
77.229,30.183,2.0867
91.5291,44.2321,10.207
96.6747,46.9089,10.6264
96.1813,44.6816,6.0593
96.5121,47.7315,13.0614
98.8628,48.2938,12.3452
94.2843,45.7491,10.935
97.1349,47.4497,11.1961
95.8444,46.9489,13.0698
98.3972,47.0833,7.4094
73.0612,29.4914,2.7995
100.6998,47.8968,7.0403
96.4597,45.88,8.4768
92.0816,45.1057,11.6856
74.4707,30.0603,2.4401
78.5649,34.6913,4.4491
91.1327,45.071,15.9578
63.8937,20.446,0.1808
85.1131,36.1701,3.4126
90.2202,41.9123,6.2714
70.3982,24.0164,0.9908
105.4736,51.5231,10.8491
99.2082,48.9117,13.8679
94.4356,43.8706,6.147
95.9518,47.0015,12.1603
92.5149,44.8905,10.934
100.5746,49.266,12.7547
95.0688,41.9788,4.6479
95.1149,46.463,10.2787
97.6725,47.961,14.9976
92.8655,44.1705,8.6855
80.4218,34.1764,2.9438
99.0929,47.4162,8.2802
102.6409,49.602,9.6859
97.98,48.2151,14.384
75.953,27.3291,1.154
90.0594,42.5437,7.884
89.7605,43.1773,9.1695
83.3563,37.8845,5.2551
90.3604,43.2377,8.1999
86.5186,41.981,10.8294
79.7601,36.6766,6.1762
82.1628,35.6407,4.1136
94.8959,44.8285,8.3148
96.7122,41.952,4.2922
97.5797,42.3283,4.2438
91.1842,43.8622,9.6055
88.542,43.1165,10.1051
105.3981,51.4863,11.5438
98.8732,48.8276,15.2437
104.681,51.8383,15.0938
94.0567,46.5171,15.1845
89.6027,43.1014,8.3083
102.1316,49.3559,10.4076
96.1645,47.3217,12.6718
99.1173,48.0942,10.1251
91.0564,42.68,7.2263
111.1781,55.0557,13.2984
88.4717,41.1001,6.2499
89.8611,43.8965,12.0748
77.9153,33.7982,5.1027
75.8682,31.4833,2.3231
97.0893,47.2787,9.2966
63.3533,20.2731,0.4337
97.8844,48.3393,12.9318
91.909,44.2108,8.7797
92.1671,43.5394,8.3071
89.0566,40.9515,5.5267
94.8527,46.5763,13.6923
96.7429,43.9686,5.6768
69.0099,23.5428,0.6695
100.4094,48.5236,10.2453
71.5548,25.7465,1.2281
83.5235,35.4945,3.7502
88.0726,42.5618,9.6207
88.8247,40.3698,5.4395
96.4294,46.9574,11.0622
93.6466,43.8941,6.9665
80.004,35.8761,5.0644
61.6089,22.1679,1.0224
88.3905,42.2951,8.6717
94.523,45.4682,8.3276
73.9932,28.9184,2.0464
67.0307,24.1187,1.144
75.6522,28.467,1.8009
93.3942,43.3868,6.6403
84.7063,39.3508,7.1605
80.174,31.334,1.6081
71.4596,28.8449,2.5525
98.7588,47.5058,8.7554
89.0166,42.3398,9.1682
92.9703,43.5771,7.1714
90.6452,39.3202,4.2401
79.9093,35.8337,4.9324
94.571,45.7021,9.935
66.1142,25.8391,1.3143
103.5951,50.6055,11.3499
83.4524,38.3745,5.9116
72.7645,28.4381,1.6345
88.93,43.3054,9.1653
95.2775,47.1208,13.818
82.4361,36.4007,4.4814
97.6568,47.3855,10.6948
88.4368,42.064,8.7239
94.464,46.3854,12.1655
84.4723,37.2998,4.5702
86.779,40.6751,6.6742
94.5157,46.8045,14.7077
96.3739,47.7247,14.4345
100.1433,49.5273,15.0333
90.3855,42.6978,7.2492
96.3774,47.21,12.6415
100.055,48.8762,10.915
67.0899,24.14,0.768
94.5373,45.8719,10.47
95.9099,44.955,6.1037
67.2439,22.9403,0.9061
87.1923,40.0942,6.6263
76.5154,29.9041,2.0564
81.4996,30.6673,1.7528
96.3243,47.5689,14.225
99.1633,47.166,7.0675
65.3756,24.6001,2.1845
60.0996,20.503,0.993
80.4404,32.47,3.2274
92.9956,44.9408,10.5171
100.8925,49.8248,13.7539
83.0747,35.3038,4.2063
83.3538,34.5897,2.6165
95.4108,43.8734,5.935
91.5116,44.8265,11.3542
78.6764,34.1284,3.6824
118.3246,58.5191,13.7619
72.2754,26.0058,1.127
74.9889,26.9822,1.0907
90.4924,43.3008,10.0247
102.0683,49.8596,9.6647
90.205,40.9972,5.6727
87.4294,39.2059,5.6172
93.99,46.0405,11.813
77.2336,30.1848,2.5917
72.3614,24.6861,0.7894
96.588,47.8307,14.8372
93.5195,44.7493,10.0143
75.3368,30.4099,2.4321
85.1231,36.1743,3.4386
98.7384,48.3665,12.2962
61.1555,19.5698,0.2986
59.5268,19.0486,0.4274
82.6363,34.2919,2.5118
85.8421,37.2367,4.0054
95.4908,46.9902,13.9387
90.3039,41.9512,7.0165
54.9512,17.5844,0.4397
78.8997,28.3894,0.9483
92.4354,45.4866,13.5681
68.305,26.6953,1.9092
90.029,42.8214,8.5764
100.2853,48.4636,11.0806
91.6668,44.7786,9.7266
96.4322,46.3866,9.3883
79.5137,34.4916,3.4656
92.326,45.1006,10.8124
88.8684,41.2843,6.1845
99.173,48.2934,11.1891
80.9283,34.3917,3.3369
95.3219,46.2526,9.998
73.8218,26.5622,0.8071
58.5534,19.9755,0.5291
89.0274,39.9225,3.9669
92.1872,44.5501,8.8175
89.7921,40.2654,4.8449
84.0631,37.1191,3.9558
75.7208,30.5649,3.2792
105.3175,51.4469,10.6012
89.824,42.1024,7.0892
77.2187,34.6271,4.8605
81.2456,33.7148,2.9099
70.8044,25.4766,1.113
96.8838,45.7676,7.1141
83.2331,40.0375,8.5071
79.5393,33.8014,2.9714
96.3329,47.4046,14.7169
97.2309,47.9369,13.818
90.3202,41.0495,4.686
98.5981,48.2978,10.8886
105.7209,52.2858,14.58
81.8992,36.1636,3.9249
100.0134,49.3907,13.3975
79.8181,33.1224,2.9468
77.8769,31.4352,2.6158
84.1621,35.7659,3.2651
101.7278,50.2373,14.1564
82.8744,31.1846,1.6919
89.5506,42.8501,9.3019
82.4152,36.9574,4.7594
78.8507,34.204,3.9741
85.3117,40.5776,8.4681
59.8301,21.5278,0.7369
100.8814,49.5366,12.6491
89.5319,42.2945,7.524
101.4607,50.0222,12.3063
85.4734,36.3232,3.5329
91.3909,42.4562,6.2707
107.4078,52.6132,12.4217
94.3495,45.3848,9.5567
98.348,48.3962,13.9358
78.634,33.4167,3.1806
101.8112,48.974,10.2634
76.3528,29.8406,1.6405
100.43,49.5964,14.2273
79.889,35.8246,4.1001
55.7311,17.834,0.337
98.5922,48.5164,13.5595
93.2245,45.0514,10.0817
